id,type,speaker_or_blank,text,translation_or_blank
E1104,phrase,Ethan,Is he strict?,¿Es estricto?
E1105,phrase,Mia,"No, he isn't.",No.
E1106,phrase,Noah,But his class is important.,Pero su clase es importante.
E1111,phrase,Ethan,I have a new backpack.,Tengo una mochila nueva.
E1112,phrase,Mia,What do you have inside?,¿Qué tienes dentro?
E1113,phrase,Ethan,I have two books and a notebook.,Tengo dos libros y un cuaderno.
E1114,phrase,Noah,Do you have a pencil?,¿Tienes un lápiz?
E1115,phrase,Ethan,"Yes, I do.",Sí.
E1116,phrase,Mia,You have everything you need.,Tienes todo lo que necesitas.
E1121,phrase,Mia,Is this your notebook?,¿Este es tu cuaderno?
E1122,phrase,Ethan,"No, it isn't mine.","No, no es mío."
E1123,phrase,Noah,It's mine.,Es mío.
E1124,phrase,Ethan,Is that pencil yours?,¿Ese lápiz es tuyo?
E1125,phrase,Mia,"Yes, it is.",Sí.
E1126,phrase,Noah,My pencil is blue.,Mi lápiz es azul.
E1131,phrase,Ethan,Can I borrow a pencil?,¿Puedo pedir prestado un lápiz?
E1132,phrase,Mia,"Yes, you can.",Sí.
E1133,phrase,Ethan,Can you pass it to me?,¿Puedes pasármelo?
E1134,phrase,Mia,Of course.,Claro.
E1135,phrase,Noah,Can I use your eraser too?,¿Puedo usar también tu borrador?
E1136,phrase,Mia,"Sure, but give it back later.","Claro, pero devuélvelo después."
E1141,phrase,Ethan,Mia is friendly and patient.,Mia es amigable y paciente.
E1142,phrase,Noah,And I am very funny.,Y yo soy muy divertido.
E1143,phrase,Mia,You are also very loud.,También eres muy ruidoso.
E1144,phrase,Noah,That's true.,Eso es verdad.
E1145,phrase,Ethan,Emma has long brown hair.,Emma tiene cabello largo y café.
E1146,phrase,Mia,She is quiet but helpful.,Es tranquila pero servicial.
E1151,phrase,Emma,There is a library next to our classroom.,Hay una biblioteca junto a nuestro salón.
E1152,phrase,Ethan,Are there many books?,¿Hay muchos libros?
E1153,phrase,Emma,"Yes, there are.",Sí.
E1154,phrase,Mia,There are also computers.,También hay computadoras.
E1155,phrase,Ethan,Is there a place to study?,¿Hay un lugar para estudiar?
E1156,phrase,Emma,Yes. It is very quiet.,Sí. Es muy tranquilo.
E1161,phrase,Noah,What do you want to do after class?,¿Qué quieres hacer después de clase?
E1162,phrase,Ethan,I want to go to the library.,Quiero ir a la biblioteca.
E1163,phrase,Mia,I want to finish my homework.,Quiero terminar mi tarea.
E1164,phrase,Noah,I want to play basketball.,Quiero jugar basquetbol.
E1165,phrase,Emma,We can meet later.,Podemos reunirnos después.
E1166,phrase,Ethan,That sounds good.,Eso suena bien.
E1171,phrase,Mia,It's lunch time.,Es hora del almuerzo.
E1172,phrase,Ethan,I'm hungry.,Tengo hambre.
E1173,phrase,Noah,Do you like sandwiches?,¿Te gustan los sándwiches?
E1174,phrase,Ethan,"Yes, I do.",Sí.
E1175,phrase,Emma,I don't like cheese.,No me gusta el queso.
E1176,phrase,Mia,I like fruit and yogurt.,Me gustan la fruta y el yogur.
E1181,phrase,Ben,Hello. What would you like?,Hola. ¿Qué te gustaría?
E1182,phrase,Ethan,"I'd like a sandwich, please.","Quisiera un sándwich, por favor."
E1183,phrase,Ben,Would you like a drink?,¿Te gustaría una bebida?
E1184,phrase,Ethan,"Yes, an orange juice.","Sí, un jugo de naranja."
E1185,phrase,Ben,That's five dollars.,Son cinco dólares.
E1186,phrase,Ethan,Here you are.,Aquí tiene.
E1191,phrase,Mia,The school bus arrives at three.,El autobús escolar llega a las tres.
E1192,phrase,Ethan,What time is it now?,¿Qué hora es ahora?
E1193,phrase,Noah,It's two fifty.,Son las dos cincuenta.
E1194,phrase,Emma,The bus is usually on time.,El autobús normalmente llega a tiempo.
E1195,phrase,Ethan,Does it stop near my house?,¿Se detiene cerca de mi casa?
E1196,phrase,Mia,"Yes, it does.",Sí.
E1201,phrase,Ethan,I take the bus home.,Tomo el autobús a casa.
E1202,phrase,Mia,How long does it take?,¿Cuánto tarda?
E1203,phrase,Ethan,It takes twenty minutes.,Tarda veinte minutos.
E1204,phrase,Noah,I walk home.,Camino a casa.
E1205,phrase,Emma,I go home with my sister.,Voy a casa con mi hermana.
E1206,phrase,Mia,I ride my bike.,Voy en bicicleta.
E1211,phrase,Ethan,This is my family.,Esta es mi familia.
E1212,phrase,Mia,Who is this?,¿Quién es esta persona?
E1213,phrase,Ethan,This is my mother.,Esta es mi madre.
E1214,phrase,Noah,And who is that?,¿Y quién es ese?
E1215,phrase,Ethan,That's my father.,Ese es mi padre.
E1216,phrase,Emma,You have a nice family.,Tienes una familia bonita.
E1221,phrase,Mia,What does your mother do?,¿A qué se dedica tu madre?
E1222,phrase,Ethan,She is a nurse.,Es enfermera.
E1223,phrase,Noah,Where does she work?,¿Dónde trabaja?
E1224,phrase,Ethan,She works at a hospital.,Trabaja en un hospital.
E1225,phrase,Emma,What about your father?,¿Y tu padre?
E1226,phrase,Ethan,He is a mechanic.,Es mecánico.
E1231,phrase,Ethan,I have one brother.,Tengo un hermano.
E1232,phrase,Mia,What's his name?,¿Cómo se llama?
E1233,phrase,Ethan,His name is Leo.,Se llama Leo.
E1234,phrase,Noah,How old is he?,¿Cuántos años tiene?
E1235,phrase,Ethan,He is twelve years old.,Tiene doce años.
E1236,phrase,Emma,Is he a student?,¿Es estudiante?
E1241,phrase,Emma,I have an older sister.,Tengo una hermana mayor.
E1242,phrase,Ethan,What is her name?,¿Cómo se llama?
E1243,phrase,Emma,Her name is Lily.,Se llama Lily.
E1244,phrase,Mia,Does she like music?,¿Le gusta la música?
E1245,phrase,Emma,Yes. She loves music.,Sí. Le encanta la música.
E1246,phrase,Noah,Does she play an instrument?,¿Toca algún instrumento?
E1251,phrase,Noah,I visit my grandparents every Sunday.,Visito a mis abuelos cada domingo.
E1252,phrase,Ethan,Where do they live?,¿Dónde viven?
E1253,phrase,Noah,They live in a small town.,Viven en un pueblo pequeño.
E1254,phrase,Mia,Do you go by car?,¿Vas en coche?
E1255,phrase,Noah,Yes. My parents drive.,Sí. Mis padres conducen.
E1256,phrase,Emma,That sounds like a nice day.,Parece un día agradable.
E1261,phrase,Ethan,I live in a small house.,Vivo en una casa pequeña.
E1262,phrase,Mia,How many rooms are there?,¿Cuántas habitaciones hay?
E1263,phrase,Ethan,There are five rooms.,Hay cinco habitaciones.
E1264,phrase,Noah,Is there a garden?,¿Hay jardín?
E1265,phrase,Ethan,"Yes, there is a small garden.","Sí, hay un jardín pequeño."
E1266,phrase,Emma,That sounds comfortable.,Eso suena cómodo.
E1271,phrase,Ethan,This is my bedroom.,Este es mi dormitorio.
E1272,phrase,Mia,Your bed is next to the window.,Tu cama está junto a la ventana.
E1273,phrase,Ethan,My desk is under the shelf.,Mi escritorio está debajo del estante.
E1274,phrase,Noah,Where is your computer?,¿Dónde está tu computadora?
E1275,phrase,Ethan,It is on the desk.,Está sobre el escritorio.
E1276,phrase,Emma,Your books are in the box.,Tus libros están en la caja.
E1281,phrase,Mia,What do you eat for breakfast?,¿Qué comes en el desayuno?
E1282,phrase,Ethan,I eat eggs and toast.,Como huevos y pan tostado.
E1283,phrase,Noah,I usually eat cereal.,Normalmente como cereal.
E1284,phrase,Emma,I drink tea in the morning.,Bebo té por la mañana.
E1285,phrase,Mia,I have fruit and yogurt.,Como fruta y yogur.
E1286,phrase,Ethan,Breakfast gives me energy.,El desayuno me da energía.
E1291,phrase,Mother,We need some vegetables for dinner.,Necesitamos algunas verduras para la cena.
E1292,phrase,Ethan,Do we have any tomatoes?,¿Tenemos tomates?
E1293,phrase,Mother,"Yes, we have three tomatoes.","Sí, tenemos tres tomates."
E1294,phrase,Ethan,Do we have any rice?,¿Tenemos arroz?
E1295,phrase,Mother,"No, we don't.",No.
E1296,phrase,Ethan,I can buy some rice.,Puedo comprar arroz.
E1301,phrase,Mia,What do you do on weekends?,¿Qué haces los fines de semana?
E1302,phrase,Ethan,I usually stay home.,Normalmente me quedo en casa.
E1303,phrase,Noah,I often play soccer.,A menudo juego fútbol.
E1304,phrase,Emma,I sometimes go to the library.,A veces voy a la biblioteca.
E1305,phrase,Mia,I always visit my cousin.,Siempre visito a mi prima.
E1306,phrase,Ethan,I never wake up early.,Nunca me despierto temprano.
E1311,phrase,Mother,We need apples and milk.,Necesitamos manzanas y leche.
E1312,phrase,Ethan,How many apples do we need?,¿Cuántas manzanas necesitamos?
E1313,phrase,Mother,We need six apples.,Necesitamos seis manzanas.
E1314,phrase,Ethan,How much milk do we need?,¿Cuánta leche necesitamos?
E1315,phrase,Mother,"Two bottles, please.","Dos botellas, por favor."
E1316,phrase,Ethan,The cart is almost full.,El carrito está casi lleno.
E1321,phrase,Noah,What's your favorite food?,¿Cuál es tu comida favorita?
E1322,phrase,Ethan,My favorite food is tacos.,Mi comida favorita son los tacos.
E1323,phrase,Mia,Why do you like them?,¿Por qué te gustan?
E1324,phrase,Ethan,Because they are delicious.,Porque son deliciosos.
E1325,phrase,Emma,My favorite food is pasta.,Mi comida favorita es la pasta.
E1326,phrase,Noah,I like pizza best.,Lo que más me gusta es la pizza.
E1331,phrase,Mia,What are you wearing today?,¿Qué llevas puesto hoy?
E1332,phrase,Ethan,I'm wearing a blue shirt.,Llevo una camisa azul.
E1333,phrase,Noah,I'm wearing black jeans.,Llevo jeans negros.
E1334,phrase,Emma,Mia is wearing a red jacket.,Mia lleva una chaqueta roja.
E1335,phrase,Mia,Are you wearing new shoes?,¿Llevas zapatos nuevos?
E1336,phrase,Ethan,Yes. They are very comfortable.,Sí. Son muy cómodos.
E1341,phrase,Mia,It is raining outside.,Está lloviendo afuera.
E1342,phrase,Ethan,I don't have an umbrella.,No tengo paraguas.
E1343,phrase,Noah,You can use mine.,Puedes usar el mío.
E1344,phrase,Emma,The wind is strong too.,El viento también es fuerte.
E1345,phrase,Mia,Let's wait inside.,Esperemos adentro.
E1346,phrase,Ethan,Good idea. The rain is getting heavier.,Buena idea. La lluvia está aumentando.
E1351,phrase,Noah,Look! Some children are playing.,¡Mira! Unos niños están jugando.
E1352,phrase,Mia,A woman is walking her dog.,Una mujer está paseando a su perro.
E1353,phrase,Ethan,Two people are running.,Dos personas están corriendo.
E1354,phrase,Emma,A man is reading under a tree.,Un hombre está leyendo bajo un árbol.
E1355,phrase,Noah,What are we doing?,¿Qué estamos haciendo?
E1356,phrase,Mia,We are having a picnic.,Estamos haciendo un picnic.
E1361,phrase,Ethan,I don't feel well.,No me siento bien.
E1362,phrase,Mia,What's wrong?,¿Qué pasa?
E1363,phrase,Ethan,I have a headache.,Me duele la cabeza.
E1364,phrase,Emma,Do you have a fever?,¿Tienes fiebre?
E1365,phrase,Ethan,I don't know.,No lo sé.
E1366,phrase,Noah,You should go to the nurse.,Deberías ir con la enfermera.
E1371,phrase,Pharmacist,How can I help you?,¿Cómo puedo ayudarle?
E1372,phrase,Mother,He has a bad cold.,Él tiene un resfriado fuerte.
E1373,phrase,Pharmacist,Does he have a cough?,¿Tiene tos?
E1374,phrase,Ethan,"Yes, I do.",Sí.
E1375,phrase,Pharmacist,Take this medicine after meals.,Toma esta medicina después de las comidas.
E1376,phrase,Mother,Thank you. How often?,Gracias. ¿Con qué frecuencia?
E1381,phrase,Mia,I have a dog named Max.,Tengo un perro llamado Max.
E1382,phrase,Ethan,What does he look like?,¿Cómo es físicamente?
E1383,phrase,Mia,He is small and white.,Es pequeño y blanco.
E1384,phrase,Noah,What does he eat?,¿Qué come?
E1385,phrase,Mia,He eats dog food twice a day.,Come alimento para perro dos veces al día.
E1386,phrase,Emma,Does he like to play?,¿Le gusta jugar?
E1391,phrase,Emma,What do you like doing?,¿Qué te gusta hacer?
E1392,phrase,Ethan,I like listening to music.,Me gusta escuchar música.
E1393,phrase,Mia,I love drawing.,Me encanta dibujar.
E1394,phrase,Noah,I enjoy playing soccer.,Disfruto jugar fútbol.
E1395,phrase,Emma,I like reading mystery books.,Me gusta leer libros de misterio.
E1396,phrase,Ethan,We all have different hobbies.,Todos tenemos pasatiempos diferentes.
E1401,phrase,Noah,What are you going to do on Saturday?,¿Qué vas a hacer el sábado?
E1402,phrase,Ethan,I'm going to visit my cousin.,Voy a visitar a mi primo.
E1403,phrase,Mia,I'm going to study in the morning.,Voy a estudiar por la mañana.
E1404,phrase,Emma,I'm going to watch a movie.,Voy a ver una película.
E1405,phrase,Noah,I'm going to play soccer.,Voy a jugar fútbol.
E1406,phrase,Ethan,We are all going to be busy.,Todos vamos a estar ocupados.
E1411,phrase,Ethan,Excuse me. Where is the bank?,Disculpe. ¿Dónde está el banco?
E1412,phrase,Woman,Go straight for two blocks.,Siga derecho dos cuadras.
E1413,phrase,Ethan,Then what?,¿Y luego?
E1414,phrase,Woman,Turn left at the traffic light.,Gire a la izquierda en el semáforo.
E1415,phrase,Ethan,Is it far?,¿Está lejos?
E1416,phrase,Woman,No. It is next to the bookstore.,No. Está junto a la librería.
E1421,phrase,Clerk,Good afternoon. How can I help?,Buenas tardes. ¿Cómo puedo ayudar?
E1422,phrase,Mother,We need to open an account.,Necesitamos abrir una cuenta.
E1423,phrase,Clerk,Could I see your identification?,¿Podría ver su identificación?
E1424,phrase,Mother,Yes. Here it is.,Sí. Aquí está.
E1425,phrase,Ethan,Can I have a card too?,¿Puedo tener una tarjeta también?
E1426,phrase,Clerk,"Yes, but your mother must sign.","Sí, pero tu madre debe firmar."
E1431,phrase,Emma,What kind of book do you want?,¿Qué tipo de libro quieres?
E1432,phrase,Ethan,I want an easy English book.,Quiero un libro de inglés fácil.
E1433,phrase,Clerk,These books are for beginners.,Estos libros son para principiantes.
E1434,phrase,Ethan,Which one is better?,¿Cuál es mejor?
E1435,phrase,Emma,This one has short stories.,Este tiene cuentos cortos.
E1436,phrase,Ethan,Great. I'll take it.,Genial. Me lo llevo.
E1441,phrase,Clerk,Can I help you?,¿Puedo ayudarle?
E1442,phrase,Ethan,I'm looking for a jacket.,Busco una chaqueta.
E1443,phrase,Clerk,What size are you?,¿Qué talla usa?
E1444,phrase,Ethan,I'm a medium.,Soy talla mediana.
E1445,phrase,Clerk,Would you like the blue or black one?,¿Quiere la azul o la negra?
E1446,phrase,Ethan,"The black one, please. How much is it?","La negra, por favor. ¿Cuánto cuesta?"
E1451,phrase,Noah,What movie do you want to see?,¿Qué película quieren ver?
E1452,phrase,Mia,I want to see the comedy.,Quiero ver la comedia.
E1453,phrase,Emma,What time does it start?,¿A qué hora empieza?
E1454,phrase,Noah,It starts at seven thirty.,Empieza a las siete treinta.
E1455,phrase,Ethan,How much are the tickets?,¿Cuánto cuestan los boletos?
E1456,phrase,Mia,They are eight dollars each.,Cuestan ocho dólares cada uno.
E1461,phrase,Mia,"Happy birthday, Ethan!","¡Feliz cumpleaños, Ethan!"
E1462,phrase,Ethan,Thank you!,¡Gracias!
E1463,phrase,Noah,How old are you now?,¿Cuántos años tienes ahora?
E1464,phrase,Ethan,I'm seventeen.,Tengo diecisiete.
E1465,phrase,Emma,This gift is from all of us.,Este regalo es de todos nosotros.
E1466,phrase,Ethan,That's very kind of you.,Es muy amable de su parte.
E1471,phrase,Mia,Hello?,¿Bueno?
E1472,phrase,Ethan,"Hi, Mia. This is Ethan.","Hola, Mia. Soy Ethan."
E1473,phrase,Mia,"Hi, Ethan. What's up?","Hola, Ethan. ¿Qué pasa?"
E1474,phrase,Ethan,What is the homework for tomorrow?,¿Cuál es la tarea para mañana?
E1475,phrase,Mia,Read pages twenty to twenty-five.,Lee de la página veinte a la veinticinco.
E1476,phrase,Ethan,Thanks. I'll write that down.,Gracias. Lo anotaré.
E1481,phrase,Mr. Carter,Tomorrow we are going to visit the museum.,Mañana vamos a visitar el museo.
E1482,phrase,Mia,What time will we leave?,¿A qué hora saldremos?
E1483,phrase,Mr. Carter,We will leave at nine.,Saldremos a las nueve.
E1484,phrase,Noah,Will we eat there?,¿Comeremos allá?
E1485,phrase,Mr. Carter,Yes. Bring your lunch.,Sí. Traigan su almuerzo.
E1486,phrase,Ethan,I think it will be fun.,Creo que será divertido.
E1491,phrase,Mia,The museum was very big.,El museo era muy grande.
E1492,phrase,Ethan,The dinosaur room was amazing.,La sala de dinosaurios fue increíble.
E1493,phrase,Noah,The old cars were interesting.,Los autos antiguos eran interesantes.
E1494,phrase,Emma,Were you tired after the visit?,¿Estabas cansado después de la visita?
E1495,phrase,Ethan,"Yes, I was.",Sí.
E1496,phrase,Mia,But it was a great day.,Pero fue un gran día.
E1501,phrase,Noah,What did you do yesterday?,¿Qué hiciste ayer?
E1502,phrase,Ethan,I studied English.,Estudié inglés.
E1503,phrase,Mia,I watched a movie.,Vi una película.
E1504,phrase,Emma,I finished my homework.,Terminé mi tarea.
E1505,phrase,Noah,I played soccer with my brother.,Jugué fútbol con mi hermano.
E1506,phrase,Ethan,We all had a busy afternoon.,Todos tuvimos una tarde ocupada.
EW001,word,,hello,hola
EW002,word,,hi,hola
EW003,word,,good morning,buenos días
EW004,word,,welcome,bienvenido/a
EW005,word,,school,escuela
EW006,word,,thank you,gracias
EW007,word,,name,nombre
EW008,word,,my,mi
EW009,word,,I am / I'm,yo soy
EW010,word,,nice to meet you,mucho gusto
EW011,word,,too,también
EW012,word,,help,ayuda
EW013,word,,who,quién
EW014,word,,he,él
EW015,word,,you,tú/usted
EW016,word,,yes,sí
EW017,word,,we,nosotros
EW018,word,,classmate,compañero/a de clase
EW019,word,,where,dónde
EW020,word,,from,de / desde
EW021,word,,Mexico,México
EW022,word,,Canada,Canadá
EW023,word,,Australia,Australia
EW024,word,,international,internacional
EW025,word,,language,idioma
EW026,word,,speak,hablar
EW027,word,,Spanish,español
EW028,word,,English,inglés
EW029,word,,French,francés
EW030,word,,and,y
EW031,word,,how,cómo
EW032,word,,today,hoy
EW033,word,,fine,bien
EW034,word,,tired,cansado/a
EW035,word,,sleepy,con sueño
EW036,word,,nervous,nervioso/a
EW037,word,,class,clase
EW038,word,,over,terminado/a
EW039,word,,home,casa
EW040,word,,tomorrow,mañana
EW041,word,,afternoon,tarde
EW042,word,,goodbye,adiós
EW043,word,,desk,escritorio
EW044,word,,chair,silla
EW045,word,,book,libro
EW046,word,,window,ventana
EW047,word,,door,puerta
EW048,word,,this / that,esto / eso
EW049,word,,open,abrir
EW050,word,,page,página
EW051,word,,ten,diez
EW052,word,,repeat,repetir
EW053,word,,close,cerrar
EW054,word,,please,por favor
EW055,word,,teacher,profesor/a
EW056,word,,kind,amable
EW057,word,,funny,divertido/a
EW058,word,,strict,estricto/a
EW059,word,,important,importante
EW060,word,,very,muy
EW061,word,,backpack,mochila
EW062,word,,inside,dentro
EW063,word,,two,dos
EW064,word,,notebook,cuaderno
EW065,word,,pencil,lápiz
EW066,word,,everything,todo
EW067,word,,your,tu / su
EW068,word,,mine,mío/a
EW069,word,,yours,tuyo/a
EW070,word,,blue,azul
EW071,word,,belonging,pertenencia
EW072,word,,not,no
EW073,word,,borrow,pedir prestado
EW074,word,,pass,pasar
EW075,word,,of course,por supuesto
EW076,word,,use,usar
EW077,word,,eraser,borrador
EW078,word,,later,después
EW079,word,,friendly,amigable
EW080,word,,patient,paciente
EW081,word,,loud,ruidoso/a
EW082,word,,long,largo/a
EW083,word,,brown,café / marrón
EW084,word,,quiet,tranquilo/a
EW085,word,,library,biblioteca
EW086,word,,next to,junto a
EW087,word,,many,muchos/as
EW088,word,,computer,computadora
EW089,word,,place,lugar
EW090,word,,study,estudiar
EW091,word,,want,querer
EW092,word,,finish,terminar
EW093,word,,homework,tarea
EW094,word,,play,jugar
EW095,word,,meet,reunirse
EW096,word,,sound,sonar
EW097,word,,lunch,almuerzo
EW098,word,,hungry,hambriento/a
EW099,word,,sandwich,sándwich
EW100,word,,cheese,queso
EW101,word,,fruit,fruta
EW102,word,,yogurt,yogur
EW103,word,,would like,quisiera
EW104,word,,drink,bebida
EW105,word,,orange juice,jugo de naranja
EW106,word,,five,cinco
EW107,word,,dollar,dólar
EW108,word,,here you are,aquí tiene
EW109,word,,bus,autobús
EW110,word,,arrive,llegar
EW111,word,,time,hora
EW112,word,,usually,normalmente
EW113,word,,stop,parar
EW114,word,,near,cerca
EW115,word,,take the bus,tomar el autobús
EW116,word,,how long,cuánto tiempo
EW117,word,,minute,minuto
EW118,word,,walk,caminar
EW119,word,,with,con
EW120,word,,ride a bike,andar en bicicleta
EW121,word,,family,familia
EW122,word,,mother,madre
EW123,word,,father,padre
EW124,word,,photo,foto
EW125,word,,nice,bonito/a
EW126,word,,that,ese/a
EW127,word,,parent,padre/madre
EW128,word,,nurse,enfermero/a
EW129,word,,work,trabajar
EW130,word,,hospital,hospital
EW131,word,,mechanic,mecánico/a
EW132,word,,what about,qué hay de
EW133,word,,brother,hermano
EW134,word,,one,uno
EW135,word,,his,su de él
EW136,word,,how old,cuántos años
EW137,word,,twelve,doce
EW138,word,,student,estudiante
EW139,word,,sister,hermana
EW140,word,,older,mayor
EW141,word,,her,su de ella
EW142,word,,music,música
EW143,word,,love,encantar / amar
EW144,word,,instrument,instrumento
EW145,word,,grandparents,abuelos
EW146,word,,every,cada
EW147,word,,Sunday,domingo
EW148,word,,town,pueblo
EW149,word,,car,coche
EW150,word,,drive,conducir
EW151,word,,live,vivir
EW152,word,,room,habitación
EW153,word,,garden,jardín
EW154,word,,small,pequeño/a
EW155,word,,comfortable,cómodo/a
EW156,word,,how many,cuántos/as
EW157,word,,bedroom,dormitorio
EW158,word,,bed,cama
EW159,word,,under,debajo de
EW160,word,,shelf,estante
EW161,word,,on,sobre
EW162,word,,box,caja
EW163,word,,breakfast,desayuno
EW164,word,,egg,huevo
EW165,word,,toast,pan tostado
EW166,word,,cereal,cereal
EW167,word,,tea,té
EW168,word,,energy,energía
EW169,word,,dinner,cena
EW170,word,,vegetable,verdura
EW171,word,,tomato,tomate
EW172,word,,rice,arroz
EW173,word,,some,algo de / algunos
EW174,word,,any,algo de / alguno
EW175,word,,weekend,fin de semana
EW176,word,,often,a menudo
EW177,word,,sometimes,a veces
EW178,word,,always,siempre
EW179,word,,never,nunca
EW180,word,,early,temprano
EW181,word,,supermarket,supermercado
EW182,word,,apple,manzana
EW183,word,,milk,leche
EW184,word,,six,seis
EW185,word,,bottle,botella
EW186,word,,full,lleno/a
EW187,word,,favorite,favorito/a
EW188,word,,taco,taco
EW189,word,,why,por qué
EW190,word,,because,porque
EW191,word,,delicious,delicioso/a
EW192,word,,pasta,pasta
EW193,word,,wear,llevar puesto
EW194,word,,shirt,camisa
EW195,word,,jeans,jeans
EW196,word,,jacket,chaqueta
EW197,word,,shoe,zapato
EW198,word,,black,negro
EW199,word,,rain,lluvia
EW200,word,,outside,afuera
EW201,word,,umbrella,paraguas
EW202,word,,wind,viento
EW203,word,,heavy,fuerte / intensa
EW204,word,,park,parque
EW205,word,,child,niño/a
EW206,word,,run,correr
EW207,word,,tree,árbol
EW208,word,,picnic,picnic
EW209,word,,look,mirar
EW210,word,,feel,sentirse
EW211,word,,wrong,mal / problema
EW212,word,,headache,dolor de cabeza
EW213,word,,fever,fiebre
EW214,word,,know,saber
EW215,word,,should,deberías
EW216,word,,pharmacy,farmacia
EW217,word,,cold,resfriado
EW218,word,,cough,tos
EW219,word,,medicine,medicina
EW220,word,,after,después de
EW221,word,,meal,comida
EW222,word,,pet,mascota
EW223,word,,dog,perro
EW224,word,,white,blanco
EW225,word,,dog food,alimento para perro
EW226,word,,twice,dos veces
EW227,word,,day,día
EW228,word,,hobby,pasatiempo
EW229,word,,listen,escuchar
EW230,word,,draw,dibujar
EW231,word,,enjoy,disfrutar
EW232,word,,read,leer
EW233,word,,different,diferente
EW234,word,,Saturday,sábado
EW235,word,,going to,ir a
EW236,word,,visit,visitar
EW237,word,,watch,ver
EW238,word,,movie,película
EW239,word,,busy,ocupado/a
EW240,word,,excuse me,disculpe
EW241,word,,straight,derecho
EW242,word,,block,cuadra
EW243,word,,turn left,girar a la izquierda
EW244,word,,traffic light,semáforo
EW245,word,,far,lejos
EW246,word,,bank,banco
EW247,word,,account,cuenta
EW248,word,,identification,identificación
EW249,word,,card,tarjeta
