id,type,speaker_or_blank,text,translation_or_blank
HFUPV018,word,,une expérience professionnelle,una experiencia profesional
HFUP041,phrase,Saúl,J’ai choisi d’étudier les langues étrangères parce que je trouve fascinant de pouvoir communiquer avec des personnes venant d’autres cultures.,Elegí estudiar lenguas extranjeras porque me parece fascinante poder comunicarme con personas provenientes de otras culturas.
HFUP042,phrase,Saúl,"Pour moi, apprendre une langue ne consiste pas seulement à mémoriser du vocabulaire ou des règles grammaticales.","Para mí, aprender un idioma no consiste solamente en memorizar vocabulario o reglas gramaticales."
HFUP043,phrase,Saúl,"C’est aussi une manière de comprendre une autre façon de penser, de vivre et de voir le monde.","También es una manera de comprender otra forma de pensar, de vivir y de ver el mundo."
HFUPV019,word,,choisir de,elegir
HFUPV020,word,,trouver fascinant,encontrar fascinante
HFUPV021,word,,ne pas seulement,no solamente
HFUPV022,word,,consister à,consistir en
HFUPV023,word,,une règle grammaticale,una regla gramatical
HFUPV024,word,,une façon de voir le monde,una forma de ver el mundo
HFUP051,phrase,Saúl,"Je souhaite enseigner le français parce que j’aimerais aider les élèves à découvrir cette langue d’une manière claire, pratique et intéressante.","Deseo enseñar francés porque me gustaría ayudar a los alumnos a descubrir esta lengua de una manera clara, práctica e interesante."
HFUP052,phrase,Saúl,"Je sais que l’apprentissage d’une langue peut parfois être difficile, car je suis moi-même étudiant en langues.","Sé que el aprendizaje de un idioma a veces puede ser difícil, porque yo mismo soy estudiante de idiomas."
HFUP053,phrase,Saúl,"Grâce à cette expérience, je peux comprendre les difficultés, les doutes et les frustrations que les élèves peuvent ressentir.","Gracias a esta experiencia, puedo comprender las dificultades, las dudas y las frustraciones que los alumnos pueden sentir."
HFUP054,phrase,Saúl,"En tant que professeur, j’aimerais créer un environnement dans lequel les élèves se sentent à l’aise pour parler, poser des questions et faire des erreurs.","Como profesor, me gustaría crear un entorno en el cual los alumnos se sientan cómodos para hablar, hacer preguntas y cometer errores."
HFUP055,phrase,Saúl,"Je voudrais leur montrer qu’il est possible d’apprendre le français progressivement, grâce à la pratique, à la régularité et à des activités liées à leurs propres centres d’intérêt.","Quisiera mostrarles que es posible aprender francés progresivamente, gracias a la práctica, la regularidad y actividades relacionadas con sus propios intereses."
HFUPV025,word,,souhaiter,desear
HFUPV026,word,,aider quelqu’un à,ayudar a alguien a
HFUPV027,word,,grâce à,gracias a
HFUPV028,word,,en tant que,como / en calidad de
HFUPV029,word,,se sentir à l’aise,sentirse cómodo
HFUPV030,word,,un centre d’intérêt,un interés
HFUP061,phrase,Saúl,"À l’avenir, j’aimerais améliorer considérablement mon niveau de français, acquérir de l’expérience dans l’enseignement et travailler avec des étudiants de différents pays.","En el futuro, me gustaría mejorar considerablemente mi nivel de francés, adquirir experiencia en la enseñanza y trabajar con estudiantes de diferentes países."
HFUP062,phrase,Saúl,"Mon objectif est de devenir un professeur patient, créatif et capable de motiver ses élèves.","Mi objetivo es convertirme en un profesor paciente, creativo y capaz de motivar a sus alumnos."
HFUP063,phrase,Saúl,Je vous remercie de votre attention.,Les agradezco su atención.
HFUPV031,word,,à l’avenir,en el futuro
HFUPV032,word,,améliorer considérablement,mejorar considerablemente
HFUPV033,word,,acquérir de l’expérience,adquirir experiencia
HFUPV034,word,,l’enseignement,la enseñanza
HFUPV035,word,,être capable de,ser capaz de
HFUPV036,word,,Je vous remercie de votre attention,Les agradezco su atención
