id,type,speaker_or_blank,text,translation_or_blank
BR1122,phrase,Leo,Not much. I'm watching videos.,No mucho. Estoy viendo videos.
BR1123,phrase,Ben,Do you want to hang out?,¿Quieres pasar el rato?
BR1124,phrase,Leo,Sure. What do you have in mind?,Claro. ¿Qué tienes en mente?
BR1125,phrase,Ben,We could grab something to eat.,Podríamos ir por algo de comer.
BR1126,phrase,Leo,Sounds good to me.,Me parece bien.
BR1131,phrase,Ava,Do you feel like going out?,¿Tienes ganas de salir?
BR1132,phrase,Nora,Maybe. Where do you want to go?,Tal vez. ¿A dónde quieres ir?
BR1133,phrase,Ben,There's a new food market downtown.,Hay un mercado de comida nuevo en el centro.
BR1134,phrase,Leo,I'm down.,Me apunto.
BR1135,phrase,Ava,Are you all okay with that?,¿Todos están de acuerdo?
BR1136,phrase,Nora,"Yeah, I'm in.","Sí, cuenten conmigo."
BR1141,phrase,Leo,"Sorry, I sent you the wrong link.","Perdón, te envié el enlace equivocado."
BR1142,phrase,Ava,No worries.,No pasa nada.
BR1143,phrase,Leo,Do you mind if I send another one?,¿Te molesta si envío otro?
BR1144,phrase,Ava,Not at all.,Para nada.
BR1145,phrase,Leo,Thanks for understanding.,Gracias por entender.
BR1146,phrase,Ava,It's really not a big deal.,En verdad no es gran cosa.
BR1151,phrase,Ben,I forgot to add Nora to the group.,Olvidé agregar a Nora al grupo.
BR1152,phrase,Ben,My bad.,Fue mi culpa.
BR1153,phrase,Nora,It's okay. Ava added me.,Está bien. Ava me agregó.
BR1154,phrase,Ben,That's on me. I didn't check the list.,Eso fue culpa mía. No revisé la lista.
BR1155,phrase,Leo,At least you're here now.,Al menos ya estás aquí.
BR1156,phrase,Nora,"Yeah, we're good.","Sí, todo bien."
BR1161,phrase,Ava,I don't think we need another meeting.,No creo que necesitemos otra reunión.
BR1162,phrase,Leo,I disagree. We still have questions.,No estoy de acuerdo. Todavía tenemos preguntas.
BR1163,phrase,Ava,We can answer them in the chat.,Podemos responderlas en el chat.
BR1164,phrase,Leo,Fair enough.,Es razonable.
BR1165,phrase,Ben,"So, are we canceling the meeting?","Entonces, ¿cancelamos la reunión?"
BR1166,phrase,Leo,"Yes, I can accept that.","Sí, puedo aceptar eso."
BR1171,phrase,Nora,The concert was canceled because of the rain.,El concierto fue cancelado por la lluvia.
BR1172,phrase,Ben,That's so disappointing.,Eso es muy decepcionante.
BR1173,phrase,Ava,Can we change the tickets?,¿Podemos cambiar los boletos?
BR1174,phrase,Nora,"No, but we'll get our money back.","No, pero nos devolverán el dinero."
BR1175,phrase,Leo,It is what it is.,Ni modo / es lo que es.
BR1176,phrase,Ben,Let's make another plan.,Hagamos otro plan.
BR1181,phrase,Ava,Do you think they'll choose our video?,¿Crees que elegirán nuestro video?
BR1182,phrase,Leo,Probably not. There are many entries.,Probablemente no. Hay muchas participaciones.
BR1183,phrase,Nora,You never know.,Nunca se sabe.
BR1184,phrase,Ben,We might have a chance.,Tal vez tengamos oportunidad.
BR1185,phrase,Ava,They could share it on their page.,Podrían compartirlo en su página.
BR1186,phrase,Leo,That would be amazing.,Eso sería increíble.
BR1191,phrase,Leo,The video is only fifteen seconds long.,El video solo dura quince segundos.
BR1192,phrase,Nora,That's the point.,Ese es el punto.
BR1193,phrase,Leo,But can we explain everything?,¿Pero podemos explicar todo?
BR1194,phrase,Nora,We don't need to show everything.,No necesitamos mostrar todo.
BR1195,phrase,Ava,We only need to catch people's attention.,Solo necesitamos captar la atención de la gente.
BR1196,phrase,Ben,Now I see what you mean.,Ahora entiendo lo que quieres decir.
BR1201,phrase,Ava,What do you think of the first version?,¿Qué opinas de la primera versión?
BR1202,phrase,Leo,"To be honest, it's a little confusing.","Para ser sincero, es un poco confusa."
BR1203,phrase,Nora,"Actually, I agree with Leo.","De hecho, estoy de acuerdo con Leo."
BR1204,phrase,Ben,"Honestly, I prefer the second version.","Sinceramente, prefiero la segunda versión."
BR1205,phrase,Ava,Thanks for being honest.,Gracias por ser sinceros.
BR1206,phrase,Leo,We can make it clearer.,Podemos hacerla más clara.
BR1211,phrase,Ben,The new video looks much better.,El video nuevo se ve mucho mejor.
BR1212,phrase,Ava,"Thanks. By the way, did you finish the description?","Gracias. Por cierto, ¿terminaste la descripción?"
BR1213,phrase,Ben,Not yet.,Todavía no.
BR1214,phrase,Leo,"Speaking of the description, we need a title too.","Hablando de la descripción, también necesitamos un título."
BR1215,phrase,Nora,"Anyway, let's finish the video first.","En fin, terminemos primero el video."
BR1216,phrase,Ava,Good idea. One thing at a time.,Buena idea. Una cosa a la vez.
BR1221,phrase,Nora,Is the event still happening tomorrow?,¿El evento todavía se realizará mañana?
BR1222,phrase,Leo,"As far as I know, yes.","Hasta donde sé, sí."
BR1223,phrase,Ben,"Apparently, the time has changed.","Al parecer, la hora cambió."
BR1224,phrase,Ava,Where did you hear that?,¿Dónde escuchaste eso?
BR1225,phrase,Ben,Someone posted it in the comments.,Alguien lo publicó en los comentarios.
BR1226,phrase,Nora,We should confirm it first.,Deberíamos confirmarlo primero.
BR1231,phrase,Ava,Are you excited about posting the video?,¿Te emociona publicar el video?
BR1232,phrase,Leo,Kind of. I'm also nervous.,Más o menos. También estoy nervioso.
BR1233,phrase,Ben,Is something wrong with it?,¿Hay algo mal con el video?
BR1234,phrase,Leo,The ending is sort of strange.,El final es algo extraño.
BR1235,phrase,Nora,I like it. It's a bit unexpected.,Me gusta. Es un poco inesperado.
BR1236,phrase,Leo,Maybe that's a good thing.,Tal vez eso sea bueno.
BR1241,phrase,Ben,How did the video perform?,¿Cómo le fue al video?
BR1242,phrase,Ava,"Pretty well, actually.","Bastante bien, de hecho."
BR1243,phrase,Leo,How many views did it get?,¿Cuántas vistas obtuvo?
BR1244,phrase,Ava,Almost ten thousand.,Casi diez mil.
BR1245,phrase,Nora,That's really good for our first post.,Eso es muy bueno para nuestra primera publicación.
BR1246,phrase,Ben,I'm quite surprised.,Estoy bastante sorprendido.
BR1251,phrase,Nora,I can't make it tonight.,No podré ir esta noche.
BR1252,phrase,Ava,Is everything okay?,¿Todo está bien?
BR1253,phrase,Nora,"Yes, but I have to work late.","Sí, pero tengo que trabajar hasta tarde."
BR1254,phrase,Leo,Can you join us online?,¿Puedes unirte en línea?
BR1255,phrase,Nora,I might be able to join later.,Tal vez pueda unirme después.
BR1256,phrase,Ben,We'll send you the link.,Te enviaremos el enlace.
BR1261,phrase,Ben,Are you coming with us tomorrow?,¿Vendrás con nosotros mañana?
BR1262,phrase,Ava,I'm not sure yet.,Todavía no estoy segura.
BR1263,phrase,Ben,When will you decide?,¿Cuándo decidirás?
BR1264,phrase,Ava,I'll let you know tonight.,Te aviso esta noche.
BR1265,phrase,Leo,Please confirm before eight.,Por favor confirma antes de las ocho.
BR1266,phrase,Ava,"Okay, I'll text you.","Está bien, te mandaré mensaje."
BR1271,phrase,Leo,Have you heard back from the company?,¿La empresa ya te respondió?
BR1272,phrase,Nora,Not yet. They said it could take a week.,Todavía no. Dijeron que podría tardar una semana.
BR1273,phrase,Leo,Keep me posted.,Mantenme informado.
BR1274,phrase,Nora,Of course. I'll update you.,Claro. Te actualizaré.
BR1275,phrase,Ava,I hope you get the job.,Espero que consigas el trabajo.
BR1276,phrase,Nora,Thanks. I'm trying not to worry.,Gracias. Intento no preocuparme.
BR1281,phrase,Ben,Did the café really close?,¿De verdad cerró el café?
BR1282,phrase,Ava,No. It turns out they're moving.,No. Resulta que se mudarán.
BR1283,phrase,Leo,How did you find out?,¿Cómo te enteraste?
BR1284,phrase,Ava,They posted an update this morning.,Publicaron una actualización esta mañana.
BR1285,phrase,Nora,I thought they had gone out of business.,Pensé que habían cerrado el negocio.
BR1286,phrase,Ben,I just realized the new place is near us.,Acabo de darme cuenta de que el nuevo lugar está cerca.
BR1291,phrase,Ava,Did you buy the headphones?,¿Compraste los audífonos?
BR1292,phrase,Leo,"No, I ended up buying a speaker.","No, terminé comprando una bocina."
BR1293,phrase,Ben,Why did you change your mind?,¿Por qué cambiaste de opinión?
BR1294,phrase,Leo,The headphones were too expensive.,Los audífonos eran demasiado caros.
BR1295,phrase,Nora,Did you compare the prices?,¿Comparaste los precios?
BR1296,phrase,Leo,"Yes, and I ended up saving money.","Sí, y terminé ahorrando dinero."
BR1301,phrase,Nora,The audio isn't working.,El audio no funciona.
BR1302,phrase,Leo,I'll try to figure it out.,Intentaré resolverlo.
BR1303,phrase,Ava,Do you know what's causing the problem?,¿Sabes qué está causando el problema?
BR1304,phrase,Leo,"Not yet, but I'll work it out.","Todavía no, pero lo resolveré."
BR1305,phrase,Ben,Should we restart the computer?,¿Deberíamos reiniciar la computadora?
BR1306,phrase,Leo,Good idea. That might solve it.,Buena idea. Eso podría resolverlo.
BR1311,phrase,Ava,This charger doesn't work.,Este cargador no funciona.
BR1312,phrase,Ben,Did it stop working today?,¿Dejó de funcionar hoy?
BR1313,phrase,Ava,Yes. My phone won't turn on.,Sí. Mi teléfono no enciende.
BR1314,phrase,Leo,Maybe the cable is broken.,Tal vez el cable está roto.
BR1315,phrase,Ava,I tried another cable.,Probé otro cable.
BR1316,phrase,Nora,Then the battery might be dead.,Entonces la batería podría estar descargada.
BR1321,phrase,Ben,Check this video out.,Mira este video.
BR1322,phrase,Leo,What is it about?,¿De qué trata?
BR1323,phrase,Ben,It's a short review of a new game.,Es una reseña corta de un juego nuevo.
BR1324,phrase,Ava,I'll watch it later.,Lo veré después.
BR1325,phrase,Nora,Look at the comments too.,Mira también los comentarios.
BR1326,phrase,Leo,People seem to love it.,Parece que a la gente le encanta.
BR1331,phrase,Ava,Our clip is going viral.,Nuestro clip se está haciendo viral.
BR1332,phrase,Ben,It got fifty thousand views overnight.,Obtuvo cincuenta mil vistas durante la noche.
BR1333,phrase,Leo,Why did it blow up so quickly?,¿Por qué explotó tan rápido?
BR1334,phrase,Nora,A large account shared it.,Una cuenta grande lo compartió.
BR1335,phrase,Ava,We've reached people in several countries.,Hemos llegado a personas de varios países.
BR1336,phrase,Ben,I can't believe this is happening.,No puedo creer que esto esté pasando.
BR1341,phrase,Leo,Should we ask people to like the video?,¿Deberíamos pedirle a la gente que dé me gusta al video?
BR1342,phrase,Ava,"Yes, but keep it natural.","Sí, pero hazlo natural."
BR1343,phrase,Ben,We can ask a question in the caption.,Podemos hacer una pregunta en el texto de la publicación.
BR1344,phrase,Nora,Then people may leave comments.,Entonces la gente podría dejar comentarios.
BR1345,phrase,Leo,Should we tell them to share it?,¿Deberíamos decirles que lo compartan?
BR1346,phrase,Ava,We can also invite them to follow us.,También podemos invitarlos a seguirnos.
BR1351,phrase,Ben,Someone asked where we filmed the video.,Alguien preguntó dónde grabamos el video.
BR1352,phrase,Ava,I'll reply to that comment.,Responderé ese comentario.
BR1353,phrase,Leo,This person strongly disagrees with us.,Esta persona está muy en desacuerdo con nosotros.
BR1354,phrase,Nora,We don't have to argue with everyone.,No tenemos que discutir con todos.
BR1355,phrase,Ben,Should we ignore rude comments?,¿Deberíamos ignorar los comentarios groseros?
BR1356,phrase,Ava,"Ignore them, or report them if necessary.",Ignóralos o repórtalos si es necesario.
BR1361,phrase,Ben,A famous creator followed our account.,Un creador famoso siguió nuestra cuenta.
BR1362,phrase,Ava,For real?,¿De verdad?
BR1363,phrase,Ben,"Yes, look.","Sí, mira."
BR1364,phrase,Leo,No way!,¡No puede ser!
BR1365,phrase,Nora,"Seriously, when did that happen?","En serio, ¿cuándo pasó eso?"
BR1366,phrase,Ben,About ten minutes ago.,Hace unos diez minutos.
BR1371,phrase,Leo,I'm low-key nervous about the live stream.,Estoy un poco nervioso por la transmisión en vivo.
BR1372,phrase,Ava,I'm high-key excited.,Estoy muy emocionada.
BR1373,phrase,Ben,Nora looks completely calm.,Nora se ve completamente tranquila.
BR1374,phrase,Nora,I'm just good at hiding it.,Solo soy buena ocultándolo.
BR1375,phrase,Leo,Do people really use low-key like that?,¿La gente realmente usa low-key así?
BR1376,phrase,Ava,"Yes, but it's informal.","Sí, pero es informal."
BR1381,phrase,Nora,Someone watched our entire live stream twice.,Alguien vio dos veces toda nuestra transmisión.
BR1382,phrase,Ben,That's wild.,Eso está increíble/qué locura.
BR1383,phrase,Leo,Why would anyone do that?,¿Por qué alguien haría eso?
BR1384,phrase,Ava,Maybe they really liked it.,Tal vez de verdad le gustó.
BR1385,phrase,Nora,The whole thing feels unreal.,Todo se siente irreal.
BR1386,phrase,Ben,This week has been crazy.,Esta semana ha sido una locura.
BR1391,phrase,Ava,Why did you write IYKYK in the caption?,¿Por qué escribiste IYKYK en la publicación?
BR1392,phrase,Ben,"It means 'if you know, you know.'","Significa «si sabes, sabes»."
BR1393,phrase,Leo,When do people use it?,¿Cuándo lo usa la gente?
BR1394,phrase,Ben,When a joke only makes sense to some people.,Cuando una broma solo tiene sentido para algunas personas.
BR1395,phrase,Nora,So it's about shared knowledge.,Entonces se trata de conocimiento compartido.
BR1396,phrase,Ava,Exactly. But don't use it everywhere.,Exactamente. Pero no lo uses en todas partes.
BR1401,phrase,Nora,Let's make a POV video.,Hagamos un video POV.
BR1402,phrase,Leo,What does POV mean?,¿Qué significa POV?
BR1403,phrase,Nora,It means point of view.,Significa punto de vista.
BR1404,phrase,Ava,The viewer imagines being in the situation.,El espectador imagina estar en la situación.
BR1405,phrase,Ben,POV: you forgot your homework again.,POV: olvidaste tu tarea otra vez.
BR1406,phrase,Leo,"Okay, now I get the format.","Está bien, ahora entiendo el formato."
BR1411,phrase,Leo,"Not gonna lie, the first video was better.",No voy a mentir: el primer video era mejor.
BR1412,phrase,Ava,"NGL, I agree.","La verdad, estoy de acuerdo."
BR1413,phrase,Ben,Why do people write NGL?,¿Por qué la gente escribe NGL?
BR1414,phrase,Nora,It's short for 'not gonna lie.',Es abreviatura de «not gonna lie».
BR1415,phrase,Leo,Can I use it in formal writing?,¿Puedo usarlo en escritura formal?
BR1416,phrase,Nora,No. Keep it for casual messages.,No. Úsalo en mensajes casuales.
BR1421,phrase,Ava,"This post says, 'I need a vacation after my vacation.'",Esta publicación dice: «Necesito vacaciones después de mis vacaciones».
BR1422,phrase,Leo,"Honestly, same.","Sinceramente, igual."
BR1423,phrase,Ben,That's so relatable.,Es muy identificable.
BR1424,phrase,Nora,I literally said that yesterday.,Literalmente dije eso ayer.
BR1425,phrase,Ava,People use 'same' as a complete response online.,La gente usa «same» como respuesta completa en internet.
BR1426,phrase,Leo,"It's short, but everyone understands it.","Es corta, pero todos la entienden."
BR1431,phrase,Nora,I'm afraid I'll make a mistake.,Temo cometer un error.
BR1432,phrase,Ava,You got this.,Tú puedes.
BR1433,phrase,Ben,Just go for it.,Solo inténtalo.
BR1434,phrase,Leo,"If something goes wrong, keep going.","Si algo sale mal, sigue adelante."
BR1435,phrase,Nora,Thanks. I needed to hear that.,Gracias. Necesitaba escuchar eso.
BR1436,phrase,Ava,We'll be here to support you.,Estaremos aquí para apoyarte.
BR1441,phrase,Leo,"At first, I tried to translate every word.",Al principio intentaba traducir cada palabra.
BR1442,phrase,Nora,Now you understand whole phrases.,Ahora entiendes frases completas.
BR1443,phrase,Leo,Yeah. Expressions like 'let me know' feel natural now.,Sí. Expresiones como «let me know» ya se sienten naturales.
BR1444,phrase,Ava,That's because you've heard and used them many times.,Eso es porque las has escuchado y usado muchas veces.
BR1445,phrase,Ben,Keep practicing with real conversations.,Sigue practicando con conversaciones reales.
BR1446,phrase,Leo,I will. I feel ready for the next book.,Lo haré. Me siento listo para el siguiente libro.
BRW001,word,,mean,querer decir
BRW002,word,,understand,entender
BRW003,word,,know,saber/conocer
BRW004,word,,what do you mean?,¿qué quieres decir?
BRW005,word,,now,ahora
BRW006,word,,yet,todavía
BRW007,word,,think,pensar/creer
BRW008,word,,believe,creer
BRW009,word,,guess,suponer
BRW010,word,,I think so,creo que sí
BRW011,word,,I'm not sure,no estoy seguro
BRW012,word,,let's do it,hagámoslo
BRW013,word,,depend,depender
BRW014,word,,matter,importar
BRW015,word,,work for you,funcionarte
BRW016,word,,it depends,depende
BRW017,word,,that works for me,me funciona
BRW018,word,,free,libre
BRW019,word,,give,dar
BRW020,word,,wait,esperar
BRW021,word,,hold on,espera
BRW022,word,,give me a second,dame un segundo
BRW023,word,,take your time,tómate tu tiempo
BRW024,word,,almost done,casi terminado
BRW025,word,,let,dejar/permitir
BRW026,word,,check,revisar
BRW027,word,,find,encontrar
BRW028,word,,let me check,déjame revisar
BRW029,word,,schedule,horario
BRW030,word,,have it here,tenerlo aquí
BRW031,word,,have,tener
BRW032,word,,remember,recordar
BRW033,word,,forget,olvidar
BRW034,word,,I have no idea,no tengo idea
BRW035,word,,maybe,tal vez
BRW036,word,,front desk,recepción
BRW037,word,,make,hacer
BRW038,word,,seem,parecer
BRW039,word,,sound,sonar
BRW040,word,,that makes sense,eso tiene sentido
BRW041,word,,exactly,exactamente
BRW042,word,,earlier,más temprano
BRW043,word,,go on,pasar/suceder
BRW044,word,,happen,pasar
BRW045,word,,get ready,prepararse
BRW046,word,,stop working,dejar de funcionar
BRW047,word,,fix,arreglar
BRW048,word,,what's going on?,¿qué pasa?
BRW049,word,,come,venir
BRW050,word,,leave,salir/dejar
BRW051,word,,arrive,llegar
BRW052,word,,on my way,en camino
BRW053,word,,be there soon,llegar pronto
BRW054,word,,minutes ago,hace minutos
BRW055,word,,run late,ir tarde
BRW056,word,,take longer,tardar más
BRW057,word,,get here,llegar aquí
BRW058,word,,than usual,de lo normal
BRW059,word,,don't wait for me,no me esperes
BRW060,word,,safely,con cuidado
BRW061,word,,get,obtener/recibir/entender
BRW062,word,,tap,tocar
BRW063,word,,button,botón
BRW064,word,,I got it,entendí/lo recibí
BRW065,word,,file,archivo
BRW066,word,,download,descargar
BRW067,word,,what are you up to?,¿qué haces?
BRW068,word,,not much,no mucho
BRW069,word,,hang out,pasar el rato
BRW070,word,,have in mind,tener en mente
BRW071,word,,grab something to eat,ir por algo de comer
BRW072,word,,sounds good,suena bien
BRW073,word,,feel like,tener ganas de
BRW074,word,,go out,salir
BRW075,word,,I'm down,me apunto
BRW076,word,,I'm in,cuenten conmigo
BRW077,word,,downtown,centro
BRW078,word,,okay with,estar de acuerdo
BRW079,word,,sorry,lo siento
BRW080,word,,no worries,no pasa nada
BRW081,word,,do you mind?,¿te molesta?
BRW082,word,,not at all,para nada
BRW083,word,,not a big deal,no es gran cosa
BRW084,word,,wrong link,enlace equivocado
BRW085,word,,my bad,fue mi culpa
BRW086,word,,that's on me,eso fue culpa mía
BRW087,word,,add,agregar
BRW088,word,,group chat,chat grupal
BRW089,word,,at least,al menos
BRW090,word,,we're good,todo bien
BRW091,word,,agree,estar de acuerdo
BRW092,word,,disagree,no estar de acuerdo
BRW093,word,,fair enough,es razonable
BRW094,word,,cancel,cancelar
BRW095,word,,accept,aceptar
BRW096,word,,still,todavía
BRW097,word,,it is what it is,es lo que es/ni modo
BRW098,word,,get money back,recibir reembolso
BRW099,word,,change,cambiar
BRW100,word,,control,controlar
BRW101,word,,disappointing,decepcionante
BRW102,word,,you never know,nunca se sabe
BRW103,word,,might,tal vez
BRW104,word,,could,podría
BRW105,word,,chance,oportunidad
BRW106,word,,entry,participación
BRW107,word,,share,compartir
BRW108,word,,that's the point,ese es el punto
BRW109,word,,explain,explicar
BRW110,word,,show,mostrar
BRW111,word,,catch attention,captar atención
BRW112,word,,only,solo
BRW113,word,,see what you mean,entender lo que dices
BRW114,word,,to be honest,para ser sincero
BRW115,word,,actually,de hecho
BRW116,word,,honestly,sinceramente
BRW117,word,,confusing,confuso/a
BRW118,word,,prefer,preferir
BRW119,word,,clearer,más claro
BRW120,word,,by the way,por cierto
BRW121,word,,speaking of,hablando de
BRW122,word,,anyway,en fin/de cualquier forma
BRW123,word,,description,descripción
BRW124,word,,title,título
BRW125,word,,one thing at a time,una cosa a la vez
BRW126,word,,as far as I know,hasta donde sé
BRW127,word,,apparently,al parecer
BRW128,word,,hear,escuchar/enterarse
BRW129,word,,post,publicar
BRW130,word,,comment,comentario
BRW131,word,,confirm,confirmar
BRW132,word,,kind of,algo/más o menos
BRW133,word,,sort of,algo/más o menos
BRW134,word,,a bit,un poco
BRW135,word,,ending,final
BRW136,word,,unexpected,inesperado
BRW137,word,,good thing,algo bueno
BRW138,word,,pretty well,bastante bien
BRW139,word,,really,realmente/muy
BRW140,word,,quite,bastante
BRW141,word,,perform,rendir/funcionar
BRW142,word,,view,vista
BRW143,word,,almost,casi
BRW144,word,,make it,poder ir/llegar
BRW145,word,,tonight,esta noche
BRW146,word,,work late,trabajar tarde
BRW147,word,,join,unirse
BRW148,word,,might be able to,tal vez poder
BRW149,word,,send the link,enviar el enlace
BRW150,word,,let you know,avisarte
BRW151,word,,decide,decidir
BRW152,word,,text,mandar mensaje
BRW153,word,,before,antes de
BRW154,word,,not sure yet,todavía no estar seguro
BRW155,word,,keep me posted,mantenme informado
BRW156,word,,hear back,recibir respuesta
BRW157,word,,company,empresa
BRW158,word,,update,actualizar
BRW159,word,,get the job,conseguir el trabajo
BRW160,word,,worry,preocuparse
BRW161,word,,turn out,resultar
BRW162,word,,find out,enterarse/descubrir
BRW163,word,,realize,darse cuenta
BRW164,word,,rumor,rumor
BRW165,word,,go out of business,cerrar el negocio
BRW166,word,,move,mudarse
BRW167,word,,end up,terminar haciendo
BRW168,word,,change your mind,cambiar de opinión
BRW169,word,,headphones,audífonos
BRW170,word,,speaker,bocina
BRW171,word,,compare,comparar
BRW172,word,,save money,ahorrar dinero
BRW173,word,,figure out,descubrir/resolver
BRW174,word,,work out,resolver
BRW175,word,,solve,resolver
BRW176,word,,cause,causar
BRW177,word,,restart,reiniciar
BRW178,word,,audio,audio
BRW179,word,,doesn't work,no funciona
BRW180,word,,charger,cargador
BRW181,word,,turn on,encender
BRW182,word,,cable,cable
BRW183,word,,broken,roto
BRW184,word,,battery is dead,batería descargada
BRW185,word,,check it out,échale un vistazo
BRW186,word,,be about,tratar de
BRW187,word,,review,reseña
BRW188,word,,watch,ver
BRW189,word,,look at,mirar
BRW190,word,,go viral,hacerse viral
BRW191,word,,blow up,volverse muy popular
BRW192,word,,overnight,de la noche a la mañana
BRW193,word,,account,cuenta
BRW194,word,,reach,alcanzar/llegar a
BRW195,word,,clip,clip
BRW196,word,,like,dar me gusta
BRW197,word,,follow,seguir
BRW198,word,,caption,texto de publicación
BRW199,word,,natural,natural
BRW200,word,,comments section,sección de comentarios
BRW201,word,,reply,responder
BRW202,word,,argue,discutir
BRW203,word,,ignore,ignorar
BRW204,word,,rude,grosero/a
BRW205,word,,report,reportar
BRW206,word,,for real?,¿de verdad?
BRW207,word,,no way,no puede ser
BRW208,word,,seriously,en serio
BRW209,word,,creator,creador
BRW210,word,,followed,siguió
BRW211,word,,about,aproximadamente
BRW212,word,,low-key,un poco/discretamente
BRW213,word,,high-key,mucho/abiertamente
BRW214,word,,live stream,transmisión en vivo
BRW215,word,,calm,tranquilo/a
BRW216,word,,hide,ocultar
BRW217,word,,informal,informal
