id,type,speaker_or_blank,text,translation_or_blank
2032,phrase,Aru,지금은 아홉 시예요. 왜요?,Ahora son las nueve. ¿Por qué?
2033,phrase,Saul,시간을 알고 싶어요. 하루가 너무 빨리 지나가요.,Quiero saber la hora. El día pasa demasiado rápido.
2034,phrase,Hana,마을에서는 아침에 일하고 저녁에 쉬어요.,En la aldea se trabaja por la mañana y se descansa por la tarde/noche.
2035,phrase,Saul,그러면 오후에는 뭐 해요?,"Entonces, ¿qué hacemos en la tarde?"
2036,phrase,Aru,오늘 오후에는 할머니를 만나러 갈 거예요.,Hoy en la tarde iremos a conocer a la abuela.
P058,word,,지금,ahora
P059,word,,몇 시,qué hora
P060,word,,하루,un día
P061,word,,오후,tarde
P062,word,,만나다,conocer / encontrarse
2037,phrase,Abuela,네가 사울이구나. 얼굴이 많이 피곤해 보이는구나.,Así que tú eres Saul. Tu cara se ve muy cansada.
2038,phrase,Saul,안녕하세요. 저는 사울이에요. 아직 한국어를 잘 못해요.,Hola. Soy Saul. Todavía no hablo bien coreano.
2039,phrase,Abuela,괜찮다. 천천히 말하면 된다.,"Está bien. Si hablas despacio, basta."
2040,phrase,Aru,할머니는 조금 다르게 말해요. 하지만 좋은 분이에요.,La abuela habla un poco diferente. Pero es buena persona.
2041,phrase,Saul,"네, 이해할 수 있어요. 천천히 말하면 괜찮아요.","Sí, puedo entender. Si habla despacio, está bien."
2042,phrase,Abuela,좋다. 그럼 먼저 차를 마시자.,Bien. Entonces primero tomemos té.
P063,word,,얼굴,cara
P064,word,,잘 못해요,no puedo hacerlo bien
P065,word,,이해하다,entender
P066,word,,먼저,primero
P067,word,,차,té
2043,phrase,Hana,오늘 오후에는 집을 조금 청소해야 해요.,Hoy en la tarde tenemos que limpiar un poco la casa.
2044,phrase,Saul,저도 할 수 있어요. 무엇을 하면 돼요?,Yo también puedo hacerlo. ¿Qué debo hacer?
2045,phrase,Hana,"먼저 바닥을 닦고, 그다음에 물을 가져와 주세요.","Primero limpia el piso, y después trae agua, por favor."
2046,phrase,Saul,바닥을 닦고 물을 가져오면 돼요?,¿Limpio el piso y traigo agua?
2047,phrase,Aru,맞아요. 이제 설명을 잘 이해하네요.,Correcto. Ahora entiendes bien las explicaciones.
2048,phrase,Saul,조금씩 익숙해지고 있어요.,Poco a poco me estoy acostumbrando.
P068,word,,청소하다,limpiar
P069,word,,바닥,piso
P070,word,,닦다,limpiar / frotar
P071,word,,설명,explicación
P072,word,,익숙해지다,acostumbrarse
2049,phrase,Aru,오늘은 새로운 말을 조금 배울 거예요.,Hoy aprenderemos algunas palabras nuevas.
2050,phrase,Saul,좋아요. 하지만 너무 빠르면 이해할 수 없어요.,"Bien. Pero si es demasiado rápido, no puedo entender."
2051,phrase,Aru,걱정하지 마세요. 천천히 말하고 여러 번 반복할게요.,No se preocupe. Hablaré despacio y repetiré varias veces.
2052,phrase,Saul,반복하면 기억할 수 있어요.,"Si repito, puedo recordarlo."
2053,phrase,Hana,사울 씨는 어제보다 훨씬 좋아졌어요.,Saul ha mejorado mucho más que ayer.
2054,phrase,Saul,정말요? 그 말을 들으니까 힘이 나요.,¿De verdad? Escuchar esas palabras me da ánimo.
P073,word,,새로운,nuevo
P074,word,,배우다,aprender
P075,word,,빠르다,ser rápido
P076,word,,반복하다,repetir
P077,word,,기억하다,recordar
P078,word,,힘이 나요,me da ánimo
2055,phrase,Joon,처음 보는 얼굴이네요. 어디에서 왔어요?,Es una cara que veo por primera vez. ¿De dónde vienes?
2056,phrase,Saul,저는... 먼 곳에서 왔어요. 아직 설명하기 어려워요.,Yo... vengo de un lugar lejano. Todavía es difícil explicarlo.
2057,phrase,Joon,그렇군요. 저는 주온이에요. 이 마을에서 일을 도와요.,Ya veo. Soy Joon. Ayudo con el trabajo en esta aldea.
2058,phrase,Saul,만나서 반가워요. 저는 사울이에요.,Encantado de conocerte. Soy Saul.
2059,phrase,Joon,한국어를 잘하네요.,Hablas bien coreano.
2060,phrase,Saul,아직 잘 못해요. 그래도 매일 배우고 있어요.,"Todavía no lo hago bien. Aun así, aprendo todos los días."
P079,word,,처음,primera vez
P080,word,,먼 곳,lugar lejano
P081,word,,설명하다,explicar
P082,word,,어려워요,es difícil
P083,word,,매일,todos los días
2061,phrase,Aru,오늘은 작은 시장에 갈 거예요.,Hoy iremos al mercado pequeño.
2062,phrase,Saul,시장에서는 무엇을 해요?,¿Qué se hace en el mercado?
2063,phrase,Aru,필요한 물건을 사고 사람들과 이야기해요.,Compramos cosas necesarias y hablamos con la gente.
2064,phrase,Joon,처음이면 제가 같이 갈게요. 가격을 물어보는 법을 알려 줄게요.,"Si es tu primera vez, iré contigo. Te enseñaré cómo preguntar precios."
2065,phrase,Saul,좋아요. 혼자서는 아직 조금 무서워요.,Bien. Solo todavía me da un poco de miedo.
2066,phrase,Aru,괜찮아요. 오늘은 배우러 가는 거예요.,Está bien. Hoy vamos para aprender.
P084,word,,시장,mercado
P085,word,,필요한,necesario
P086,word,,물건,cosa / objeto
P087,word,,사다,comprar
P088,word,,가격,precio
P089,word,,혼자,solo
2067,phrase,Comerciante,어서 오세요. 무엇을 찾으세요?,Bienvenidos. ¿Qué buscan?
2068,phrase,Saul,이거 얼마예요?,¿Cuánto cuesta esto?
2069,phrase,Comerciante,그건 두 개에 천 원이에요.,Eso cuesta mil wones por dos unidades.
2070,phrase,Saul,두 개에 천 원이요? 조금 비싸요.,¿Mil wones por dos? Es un poco caro.
2071,phrase,Joon,잘했어요. 이제 다른 물건도 물어보세요.,Lo hiciste bien. Ahora pregunta por otra cosa también.
2072,phrase,Saul,그럼 저건 얼마예요? 오늘은 제가 직접 말해 볼게요.,"Entonces, ¿cuánto cuesta aquello? Hoy intentaré hablar yo directamente."
P090,word,,상인,comerciante
P091,word,,찾다,buscar
P092,word,,얼마예요,cuánto cuesta
P093,word,,비싸요,es caro
P094,word,,직접,directamente
2073,phrase,Saul,"아루 씨, 저는 내일도 시장에 가고 싶어요.","Aru, mañana también quiero ir al mercado."
2074,phrase,Aru,왜요? 오늘 많이 피곤했잖아요.,¿Por qué? Hoy terminaste muy cansado.
2075,phrase,Saul,피곤했지만 재미있었어요. 사람들 말을 조금 이해했어요.,"Estuve cansado, pero fue divertido. Entendí un poco lo que decía la gente."
2076,phrase,Hana,좋은 일이네요. 하지만 너무 서두르지 마세요.,Eso es bueno. Pero no te apresures demasiado.
2077,phrase,Saul,알겠어요. 그래도 혼자 해 보고 싶어요.,"Entiendo. Aun así, quiero intentarlo solo."
2078,phrase,Aru,그럼 내일은 가까운 곳까지만 가요.,Entonces mañana vayamos solo hasta un lugar cercano.
P095,word,,내일도,mañana también
P096,word,,재미있었어요,fue divertido
P097,word,,서두르다,apresurarse
P098,word,,가까운,cercano
2079,phrase,Hana,오늘 하루 어땠어요?,¿Cómo estuvo tu día?
2080,phrase,Saul,길었어요. 하지만 처음으로 이곳이 조금 편하게 느껴졌어요.,Fue largo. Pero por primera vez este lugar se sintió un poco cómodo.
2081,phrase,Aru,처음 만났을 때보다 훨씬 많이 말할 수 있어요.,Puedes hablar muchísimo más que cuando nos conocimos por primera vez.
2082,phrase,Saul,아루 씨와 하나 씨 덕분이에요.,Es gracias a usted y a Hana.
2083,phrase,Hana,내일은 마을 사람들이 모이는 날이에요. 모두 사울 씨를 볼 거예요.,Mañana es el día en que se reúne la gente de la aldea. Todos verán a Saul.
2084,phrase,Saul,조금 무섭지만 괜찮아요. 이제 도망가고 싶지 않아요.,"Me da un poco de miedo, pero está bien. Ahora ya no quiero huir."
P099,word,,어땠어요,cómo fue
P100,word,,처음으로,por primera vez
P101,word,,편해요,es cómodo
P102,word,,느끼다,sentir
P103,word,,덕분,gracias a
P104,word,,모이다,reunirse
P105,word,,도망가다,huir
