id,type,speaker_or_blank,text,translation_or_blank
E2171,phrase,Clerk,Would you like to try this shirt on?,¿Le gustaría probarse esta camisa?
E2172,phrase,Noah,"Yes, but I need a larger one.","Sí, pero necesito una más grande."
E2173,phrase,Clerk,The large ones are over there.,Las grandes están allá.
E2174,phrase,Mia,The blue one looks better on you.,La azul te queda mejor.
E2175,phrase,Noah,Is it too loose?,¿Está demasiado floja?
E2176,phrase,Ethan,"No, it fits you well.","No, te queda bien."
E2181,phrase,Emma,I've just ordered a new backpack online.,Acabo de pedir una mochila nueva por internet.
E2182,phrase,Ethan,Have you used that website before?,¿Has usado ese sitio antes?
E2183,phrase,Emma,"Yes, I've bought several things there.","Sí, he comprado varias cosas allí."
E2184,phrase,Mia,Has the store sent a confirmation?,¿La tienda ha enviado una confirmación?
E2185,phrase,Emma,"Yes, but it hasn't shipped the package yet.","Sí, pero aún no ha enviado el paquete."
E2186,phrase,Noah,When will it arrive?,¿Cuándo llegará?
E2191,phrase,Emma,I'm excited because my package arrived.,Estoy emocionada porque llegó mi paquete.
E2192,phrase,Mia,Is the backpack as good as you expected?,¿La mochila es tan buena como esperabas?
E2193,phrase,Emma,"Yes, but the color is surprising.","Sí, pero el color es sorprendente."
E2194,phrase,Noah,Why are you surprised?,¿Por qué estás sorprendida?
E2195,phrase,Emma,The picture showed a darker green.,La imagen mostraba un verde más oscuro.
E2196,phrase,Ethan,At least it isn't disappointing.,Al menos no es decepcionante.
E2201,phrase,Mother,"First, wash the vegetables.","Primero, lava las verduras."
E2202,phrase,Ethan,How many onions do we need?,¿Cuántas cebollas necesitamos?
E2203,phrase,Mother,Only one. Then cut the tomatoes.,Solo una. Después corta los tomates.
E2204,phrase,Mia,Should I boil the water?,¿Debería hervir el agua?
E2205,phrase,Mother,"Yes, and add a little salt.","Sí, y agrega un poco de sal."
E2206,phrase,Noah,This is easier than I expected.,Esto es más fácil de lo que esperaba.
E2211,phrase,Emma,How much flour do we need?,¿Cuánta harina necesitamos?
E2212,phrase,Mother,Two cups of flour.,Dos tazas de harina.
E2213,phrase,Emma,And how many eggs?,¿Y cuántos huevos?
E2214,phrase,Mother,Three eggs and half a cup of milk.,Tres huevos y media taza de leche.
E2215,phrase,Ethan,Do we need any butter?,¿Necesitamos mantequilla?
E2216,phrase,Mother,"Yes, but only a small amount.","Sí, pero solo una pequeña cantidad."
E2221,phrase,Mr. Carter,You should drink more water.,Deberías beber más agua.
E2222,phrase,Noah,Should I stop eating snacks?,¿Debería dejar de comer botanas?
E2223,phrase,Mr. Carter,You shouldn't eat too many sugary snacks.,No deberías comer demasiadas botanas azucaradas.
E2224,phrase,Mia,We should exercise regularly.,Deberíamos hacer ejercicio con regularidad.
E2225,phrase,Emma,And we shouldn't sleep too late.,Y no deberíamos dormir demasiado tarde.
E2226,phrase,Ethan,I should improve my routine.,Debería mejorar mi rutina.
E2231,phrase,Doctor,You have to rest for two days.,Tienes que descansar dos días.
E2232,phrase,Noah,Do I have to take medicine?,¿Tengo que tomar medicina?
E2233,phrase,Doctor,"Yes, you have to take it twice a day.","Sí, tienes que tomarla dos veces al día."
E2234,phrase,Noah,Do I have to stay in bed?,¿Tengo que quedarme en cama?
E2235,phrase,Doctor,"No, you don't have to, but avoid exercise.","No, no tienes que hacerlo, pero evita el ejercicio."
E2236,phrase,Noah,Can I go to school tomorrow?,¿Puedo ir a la escuela mañana?
E2241,phrase,Emma,We must study chapters three and four.,Debemos estudiar los capítulos tres y cuatro.
E2242,phrase,Mia,Do we have to memorize every word?,¿Tenemos que memorizar cada palabra?
E2243,phrase,Emma,"No, but we must understand the main ideas.","No, pero debemos entender las ideas principales."
E2244,phrase,Noah,We mustn't use our phones during the test.,No debemos usar el teléfono durante el examen.
E2245,phrase,Ethan,Can we use a calculator?,¿Podemos usar calculadora?
E2246,phrase,Emma,"Yes, but we must bring our own.","Sí, pero debemos traer la nuestra."
E2251,phrase,Mia,The test was harder than I expected.,El examen fue más difícil de lo que esperaba.
E2252,phrase,Ethan,I answered the first questions easily.,Respondí fácilmente las primeras preguntas.
E2253,phrase,Noah,I worked too slowly.,Trabajé demasiado lento.
E2254,phrase,Emma,The last problem was extremely difficult.,El último problema fue extremadamente difícil.
E2255,phrase,Sofia,I think I did fairly well.,Creo que lo hice bastante bien.
E2256,phrase,Mia,We'll know the results tomorrow.,Sabremos los resultados mañana.
E2261,phrase,Mr. Carter,"If we win, we'll receive new books.","Si ganamos, recibiremos libros nuevos."
E2262,phrase,Noah,What happens if we lose?,¿Qué pasa si perdemos?
E2263,phrase,Mr. Carter,Nothing bad. We'll learn from the experience.,Nada malo. Aprenderemos de la experiencia.
E2264,phrase,Emma,"If we practice, we'll do better.","Si practicamos, lo haremos mejor."
E2265,phrase,Ethan,I'll study the history questions.,Estudiaré las preguntas de historia.
E2266,phrase,Mia,And I'll prepare the science section.,Y yo prepararé la sección de ciencias.
E2271,phrase,Mia,What will we do if it rains?,¿Qué haremos si llueve?
E2272,phrase,Mr. Carter,"If it rains, we'll move the event indoors.","Si llueve, moveremos el evento adentro."
E2273,phrase,Noah,Will the games continue?,¿Continuarán los juegos?
E2274,phrase,Mr. Carter,"Yes, if we have enough space.","Sí, si tenemos suficiente espacio."
E2275,phrase,Emma,"If the weather improves, we can go outside later.","Si mejora el clima, podemos salir después."
E2276,phrase,Ethan,I hope it stays sunny.,Espero que siga soleado.
E2281,phrase,Sofia,I'm practicing every day to sing better.,Practico todos los días para cantar mejor.
E2282,phrase,Noah,I'm learning a routine to perform on stage.,Estoy aprendiendo una rutina para presentarme en el escenario.
E2283,phrase,Mia,Emma is making posters to advertise the show.,Emma está haciendo carteles para anunciar el espectáculo.
E2284,phrase,Ethan,I'm taking photos to post online.,Estoy tomando fotos para publicarlas en internet.
E2285,phrase,Emma,We need volunteers to sell tickets.,Necesitamos voluntarios para vender boletos.
E2286,phrase,Mr. Carter,Everyone is working hard to make it successful.,Todos trabajan duro para que sea un éxito.
E2291,phrase,Sofia,I'm too nervous to sing.,Estoy demasiado nerviosa para cantar.
E2292,phrase,Mia,You practiced enough. You'll be fine.,Practicaste lo suficiente. Estarás bien.
E2293,phrase,Sofia,The stage looks bigger than yesterday.,El escenario se ve más grande que ayer.
E2294,phrase,Ethan,The audience isn't here yet.,El público todavía no está aquí.
E2295,phrase,Noah,Take a deep breath and relax.,Respira profundamente y relájate.
E2296,phrase,Sofia,Okay. I think I'm ready now.,Está bien. Creo que ya estoy lista.
E2301,phrase,Mia,You've just finished your first performance!,¡Acabas de terminar tu primera presentación!
E2302,phrase,Sofia,I can't believe I've done it.,No puedo creer que lo hice.
E2303,phrase,Noah,The judges have already announced the results.,Los jueces ya anunciaron los resultados.
E2304,phrase,Ethan,Have they chosen a winner yet?,¿Ya eligieron un ganador?
E2305,phrase,Emma,Yes. Sofia has won second place.,Sí. Sofia ganó el segundo lugar.
E2306,phrase,Sofia,This has been an amazing night.,Esta ha sido una noche increíble.
E2311,phrase,Noah,We're leaving early on Saturday.,Saldremos temprano el sábado.
E2312,phrase,Mia,How are we getting there?,¿Cómo llegaremos?
E2313,phrase,Noah,My uncle is driving us.,Mi tío nos llevará en coche.
E2314,phrase,Emma,Where are we staying?,¿Dónde nos hospedaremos?
E2315,phrase,Noah,We're staying in a small cabin.,Nos hospedaremos en una cabaña pequeña.
E2316,phrase,Ethan,What should we bring?,¿Qué deberíamos llevar?
E2321,phrase,Mia,We need to pack warm clothes.,Necesitamos empacar ropa abrigadora.
E2322,phrase,Emma,It might be cold at night.,Puede que haga frío por la noche.
E2323,phrase,Ethan,Should I bring hiking boots?,¿Debería llevar botas de senderismo?
E2324,phrase,Noah,"Yes, the paths might be muddy.","Sí, los caminos podrían estar lodosos."
E2325,phrase,Sofia,Don't forget a flashlight.,No olviden una linterna.
E2326,phrase,Mia,And we need enough food for two days.,Y necesitamos suficiente comida para dos días.
E2331,phrase,Ethan,There was a small kitchen downstairs.,Había una cocina pequeña abajo.
E2332,phrase,Mia,There were two bedrooms upstairs.,Había dos dormitorios arriba.
E2333,phrase,Noah,Was there a fireplace?,¿Había chimenea?
E2334,phrase,Emma,"Yes, there was one in the living room.","Sí, había una en la sala."
E2335,phrase,Sofia,There weren't enough blankets.,No había suficientes cobijas.
E2336,phrase,Noah,We found some in a closet.,Encontramos algunas en un armario.
E2341,phrase,Noah,We were walking when we heard a strange sound.,Estábamos caminando cuando oímos un sonido extraño.
E2342,phrase,Mia,I thought it was an animal.,Pensé que era un animal.
E2343,phrase,Ethan,Then a branch fell near us.,Después cayó una rama cerca de nosotros.
E2344,phrase,Emma,The wind was getting stronger.,El viento se estaba volviendo más fuerte.
E2345,phrase,Sofia,We decided to return to the cabin.,Decidimos regresar a la cabaña.
E2346,phrase,Noah,That was the safest choice.,Esa fue la opción más segura.
E2351,phrase,Ethan,The lights went out during the storm.,Las luces se apagaron durante la tormenta.
E2352,phrase,Mia,I was making tea at the time.,Yo estaba preparando té en ese momento.
E2353,phrase,Noah,Did anyone find the flashlights?,¿Alguien encontró las linternas?
E2354,phrase,Emma,"Yes, Sofia brought them downstairs.","Sí, Sofia las bajó."
E2355,phrase,Sofia,We should keep the doors and windows closed.,Deberíamos mantener cerradas las puertas y ventanas.
E2356,phrase,Ethan,The power came back after an hour.,La electricidad regresó después de una hora.
E2361,phrase,Mia,The forest was much quieter than the city.,El bosque era mucho más tranquilo que la ciudad.
E2362,phrase,Noah,But the city is a little more convenient.,Pero la ciudad es un poco más conveniente.
E2363,phrase,Emma,The cabin was less comfortable than my house.,La cabaña era menos cómoda que mi casa.
E2364,phrase,Ethan,The air was much cleaner there.,El aire era mucho más limpio allá.
E2365,phrase,Sofia,I slept better in the forest.,Dormí mejor en el bosque.
E2366,phrase,Noah,I missed having internet.,Extrañé tener internet.
E2371,phrase,Ethan,I'm looking for a part-time job.,Busco un trabajo de medio tiempo.
E2372,phrase,Mia,What kind of job do you want?,¿Qué tipo de trabajo quieres?
E2373,phrase,Ethan,I'd like to work in a bookstore or café.,Me gustaría trabajar en una librería o café.
E2374,phrase,Noah,Have you written a résumé?,¿Has escrito un currículum?
E2375,phrase,Ethan,Not yet. I don't have much experience.,Todavía no. No tengo mucha experiencia.
E2376,phrase,Emma,We can help you prepare one.,Podemos ayudarte a preparar uno.
E2381,phrase,Emma,What skills can you include?,¿Qué habilidades puedes incluir?
E2382,phrase,Ethan,I'm good at using computers.,Soy bueno usando computadoras.
E2383,phrase,Mia,You can also speak two languages.,También puedes hablar dos idiomas.
E2384,phrase,Noah,You're responsible and always on time.,Eres responsable y siempre puntual.
E2385,phrase,Ethan,I haven't had a job before.,No he tenido un trabajo antes.
E2386,phrase,Emma,That's okay. Include your school activities.,Está bien. Incluye tus actividades escolares.
E2391,phrase,Manager,Why do you want to work here?,¿Por qué quieres trabajar aquí?
E2392,phrase,Ethan,I enjoy helping people and I like books.,Disfruto ayudar a la gente y me gustan los libros.
E2393,phrase,Manager,Have you ever worked with customers?,¿Has trabajado alguna vez con clientes?
E2394,phrase,Ethan,"No, but I've helped at school events.","No, pero he ayudado en eventos escolares."
E2395,phrase,Manager,When can you start?,¿Cuándo puedes empezar?
E2396,phrase,Ethan,I can start next Saturday.,Puedo empezar el próximo sábado.
E2401,phrase,Manager,You have to arrive ten minutes early.,Tienes que llegar diez minutos antes.
E2402,phrase,Ethan,What do I do first?,¿Qué hago primero?
E2403,phrase,Manager,"First, check the front table.","Primero, revisa la mesa de adelante."
E2404,phrase,Ethan,Do I have to use the cash register?,¿Tengo que usar la caja registradora?
E2405,phrase,Manager,Not today. I'll teach you later.,Hoy no. Te enseñaré después.
E2406,phrase,Ethan,Okay. I'll ask if I need help.,Está bien. Preguntaré si necesito ayuda.
E2411,phrase,Customer,Could you tell me where the travel books are?,¿Podrías decirme dónde están los libros de viajes?
E2412,phrase,Ethan,They're on the second floor.,Están en el segundo piso.
E2413,phrase,Customer,Do you know if this book is available?,¿Sabes si este libro está disponible?
E2414,phrase,Ethan,Let me check the computer.,Déjeme revisar la computadora.
E2415,phrase,Customer,Thank you for your help.,Gracias por tu ayuda.
E2416,phrase,Ethan,You're welcome. We have one copy left.,De nada. Nos queda una copia.
E2421,phrase,Customer,"I bought this yesterday, but it's damaged.","Compré esto ayer, pero está dañado."
E2422,phrase,Ethan,I'm sorry about that.,Lamento eso.
E2423,phrase,Customer,Can I exchange it?,¿Puedo cambiarlo?
E2424,phrase,Ethan,"Yes, if you have the receipt.","Sí, si tiene el recibo."
E2425,phrase,Customer,I don't have it with me.,No lo tengo conmigo.
E2426,phrase,Manager,We can give you store credit instead.,Podemos darle crédito de tienda en su lugar.
E2431,phrase,Ethan,I want to save some of my pay.,Quiero ahorrar parte de mi pago.
E2432,phrase,Mia,How much are you going to save?,¿Cuánto vas a ahorrar?
E2433,phrase,Ethan,Maybe half of it.,Tal vez la mitad.
E2434,phrase,Noah,Are you saving for anything special?,¿Estás ahorrando para algo especial?
E2435,phrase,Ethan,"Yes, I want to buy a better camera.","Sí, quiero comprar una cámara mejor."
E2436,phrase,Emma,You should make a monthly budget.,Deberías hacer un presupuesto mensual.
E2441,phrase,Clerk,Would you like a checking or savings account?,¿Quiere una cuenta corriente o de ahorros?
E2442,phrase,Ethan,"A savings account, please.","Una cuenta de ahorros, por favor."
E2443,phrase,Clerk,How much would you like to deposit?,¿Cuánto desea depositar?
E2444,phrase,Ethan,I'd like to deposit fifty dollars.,Quisiera depositar cincuenta dólares.
E2445,phrase,Clerk,You'll receive a debit card next week.,Recibirá una tarjeta de débito la próxima semana.
E2446,phrase,Ethan,Can I check my balance online?,¿Puedo revisar mi saldo en línea?
E2451,phrase,Ethan,"If I had more time, I would do both.","Si tuviera más tiempo, haría ambas cosas."
E2452,phrase,Mia,What would you choose if you had to decide now?,¿Qué elegirías si tuvieras que decidir ahora?
E2453,phrase,Ethan,I would probably go to the school event.,Probablemente iría al evento escolar.
E2454,phrase,Noah,"If I were you, I'd talk to your manager.","Si yo fuera tú, hablaría con tu gerente."
E2455,phrase,Emma,He might change your schedule.,Tal vez cambie tu horario.
E2456,phrase,Ethan,That's a good idea. I'll ask him tomorrow.,Es buena idea. Le preguntaré mañana.
E2461,phrase,Mr. Carter,Where would you go if you could travel anywhere?,¿A dónde irías si pudieras viajar a cualquier lugar?
E2462,phrase,Mia,I'd go to Japan because I love the culture.,Iría a Japón porque me encanta la cultura.
E2463,phrase,Noah,I'd visit Australia and learn to surf.,Visitaría Australia y aprendería a surfear.
E2464,phrase,Emma,"If I had enough money, I'd travel around Europe.","Si tuviera suficiente dinero, viajaría por Europa."
E2465,phrase,Sofia,I'd return to Colombia for a long visit.,Volvería a Colombia para una visita larga.
E2466,phrase,Ethan,I'd like to see several countries.,Me gustaría conocer varios países.
E2471,phrase,Mr. Carter,Our school may offer an exchange program next year.,Nuestra escuela podría ofrecer un intercambio el próximo año.
E2472,phrase,Mia,Which countries could we visit?,¿Qué países podríamos visitar?
E2473,phrase,Mr. Carter,"You might go to Canada, Australia, or Spain.","Podrían ir a Canadá, Australia o España."
E2474,phrase,Noah,How many students may participate?,¿Cuántos estudiantes podrían participar?
E2475,phrase,Mr. Carter,Only ten students will be selected.,Solo diez estudiantes serán seleccionados.
E2476,phrase,Ethan,I might apply if my parents agree.,Tal vez solicite participar si mis padres están de acuerdo.
E2481,phrase,Emma,Why do you want to join the program?,¿Por qué quieres unirte al programa?
E2482,phrase,Ethan,I want to improve my English and become more independent.,Quiero mejorar mi inglés y volverme más independiente.
E2483,phrase,Mia,You should explain what you've learned this year.,Deberías explicar lo que has aprendido este año.
E2484,phrase,Noah,And mention your work experience.,Y menciona tu experiencia laboral.
E2485,phrase,Ethan,I've written the first draft already.,Ya escribí el primer borrador.
E2486,phrase,Emma,I'll check it before you submit it.,Lo revisaré antes de que lo entregues.
E2491,phrase,Mr. Carter,The results have been posted online.,Los resultados han sido publicados en línea.
E2492,phrase,Ethan,Have the students been selected already?,¿Ya fueron seleccionados los estudiantes?
E2493,phrase,Mia,Yes. Your name is on the list!,Sí. ¡Tu nombre está en la lista!
E2494,phrase,Ethan,I can't believe I've been accepted.,No puedo creer que fui aceptado.
E2495,phrase,Noah,You deserved it. You worked hard.,Te lo merecías. Trabajaste duro.
E2496,phrase,Emma,Now you have to prepare for the trip.,Ahora tienes que prepararte para el viaje.
E2501,phrase,Mia,We've learned a lot this year.,Hemos aprendido mucho este año.
E2502,phrase,Ethan,I started with very little confidence.,Empecé con muy poca confianza.
E2503,phrase,Noah,But you've become much more independent.,Pero te has vuelto mucho más independiente.
E2504,phrase,Emma,You've also improved your English.,También has mejorado tu inglés.
E2505,phrase,Sofia,We made many good memories together.,Creamos muchos buenos recuerdos juntos.
E2506,phrase,Ethan,This year has changed my life.,Este año ha cambiado mi vida.
E2W001,word,,holiday,vacaciones
E2W002,word,,travel,viajar
E2W003,word,,anywhere,algún lugar
E2W004,word,,hometown,ciudad natal
E2W005,word,,helped,ayudé
E2W006,word,,relaxed,descansé
E2W007,word,,new student,estudiante nuevo/a
E2W008,word,,how long,cuánto tiempo
E2W009,word,,so far,hasta ahora
E2W010,word,,still,todavía
E2W011,word,,get lost,perderse
E2W012,word,,week,semana
E2W013,word,,late,tarde
E2W014,word,,miss the bus,perder el autobús
E2W015,word,,happen,pasar
E2W016,word,,woke up,me desperté
E2W017,word,,key,llave
E2W018,word,,have time,tener tiempo
E2W019,word,,plan,plan
E2W020,word,,weekend,fin de semana
E2W021,word,,aunt,tía
E2W022,word,,science test,examen de ciencias
E2W023,word,,anything special,nada especial
E2W024,word,,lake,lago
E2W025,word,,perfect,perfecto/a
E2W026,word,,swimming,nadando
E2W027,word,,taking photos,tomando fotos
E2W028,word,,anyone,alguien
E2W029,word,,fishing,pescando
E2W030,word,,bridge,puente
E2W031,word,,unexpected,inesperado/a
E2W032,word,,during,durante
E2W033,word,,lost dog,perro perdido
E2W034,word,,owner,dueño/a
E2W035,word,,shelter,refugio
E2W036,word,,not yet,todavía no
E2W037,word,,animal shelter,refugio de animales
E2W038,word,,before,antes
E2W039,word,,volunteer,ser voluntario/a
E2W040,word,,has arrived,ha llegado
E2W041,word,,just,acabar de
E2W042,word,,wonderful,maravilloso/a
E2W043,word,,ever,alguna vez
E2W044,word,,never,nunca
E2W045,word,,ridden,montado
E2W046,word,,horse,caballo
E2W047,word,,flown,volado
E2W048,word,,plane,avión
E2W049,word,,since,desde
E2W050,word,,for,durante
E2W051,word,,January,enero
E2W052,word,,made friends,hecho amigos
E2W053,word,,everyone,todos
E2W054,word,,kind,amable
E2W055,word,,club,club
E2W056,word,,interested in,interesado en
E2W057,word,,photography,fotografía
E2W058,word,,newspaper,periódico
E2W059,word,,prefer,preferir
E2W060,word,,join,unirse
E2W061,word,,camera,cámara
E2W062,word,,lighter,más ligera
E2W063,word,,professional,profesional
E2W064,word,,easier,más fácil
E2W065,word,,cheaper,más barato/a
E2W066,word,,battery,batería
E2W067,word,,most colorful,más colorida
E2W068,word,,funniest,más divertida
E2W069,word,,creative,creativo/a
E2W070,word,,best,mejor
E2W071,word,,clearest,más clara
E2W072,word,,competition,competencia
E2W073,word,,crowded,lleno de gente
E2W074,word,,enough,suficiente
E2W075,word,,table,mesa
E2W076,word,,loud,fuerte
E2W077,word,,cheap,barato/a
E2W078,word,,sit,sentarse
E2W079,word,,ready to order,listo para ordenar
E2W080,word,,hot chocolate,chocolate caliente
E2W081,word,,without,sin
E2W082,word,,sugar,azúcar
E2W083,word,,muffin,muffin
E2W084,word,,anything else,algo más
E2W085,word,,wrong,equivocado/a
E2W086,word,,ordered,pedí
E2W087,word,,change,cambiar
E2W088,word,,certainly,por supuesto
E2W089,word,,correct,correcto/a
E2W090,word,,complaint,queja
E2W091,word,,mall,centro comercial
E2W092,word,,get her,comprarle
E2W093,word,,journal,diario
E2W094,word,,show it,mostrarlo
E2W095,word,,already,ya
E2W096,word,,I don't think so,no lo creo
E2W097,word,,try on,probarse
E2W098,word,,larger,más grande
E2W099,word,,ones,unos/as
E2W100,word,,look good on,quedar bien
E2W101,word,,loose,flojo/a
E2W102,word,,fit,quedar
