id,type,speaker_or_blank,text,translation_or_blank
HFA1146,phrase,Jérôme,Merci beaucoup pour votre aide.,Muchas gracias por su ayuda.
HFA1V079,word,,la gare,la estación
HFA1V080,word,,tout droit,todo derecho
HFA1V081,word,,le feu,el semáforo
HFA1V082,word,,tourner,girar
HFA1V083,word,,à gauche,a la izquierda
HFA1V084,word,,à pied,a pie
HFA1151,phrase,Julien,Comment tu vas à l’université ?,¿Cómo vas a la universidad?
HFA1152,phrase,Jérôme,Je prends le bus tous les matins.,Tomo el autobús todas las mañanas.
HFA1153,phrase,Julien,Le trajet dure combien de temps ?,¿Cuánto dura el trayecto?
HFA1154,phrase,Jérôme,Il dure environ quarante minutes.,Dura aproximadamente cuarenta minutos.
HFA1155,phrase,Julien,Tu peux aussi y aller en métro.,También puedes ir en metro.
HFA1156,phrase,Jérôme,"Oui, mais le bus est plus pratique pour moi.","Sí, pero el autobús es más práctico para mí."
HFA1V085,word,,le bus,el autobús
HFA1V086,word,,le trajet,el trayecto
HFA1V087,word,,durer,durar
HFA1V088,word,,environ,aproximadamente
HFA1V089,word,,le métro,el metro
HFA1V090,word,,pratique,práctico
HFA1161,phrase,Camille,Qu’est-ce que tu vas faire samedi ?,¿Qué vas a hacer el sábado?
HFA1162,phrase,Jérôme,Je ne sais pas encore.,Todavía no sé.
HFA1163,phrase,Camille,On va visiter le centre historique.,Vamos a visitar el centro histórico.
HFA1164,phrase,Jérôme,On va voir quoi exactement ?,¿Qué vamos a ver exactamente?
HFA1165,phrase,Camille,On va voir la vieille ville et un musée.,Vamos a ver el casco antiguo y un museo.
HFA1166,phrase,Jérôme,"Parfait, je vais prendre beaucoup de photos.","Perfecto, voy a tomar muchas fotos."
HFA1V091,word,,visiter,visitar
HFA1V092,word,,le centre historique,el centro histórico
HFA1V093,word,,voir,ver
HFA1V094,word,,la vieille ville,el casco antiguo
HFA1V095,word,,le musée,el museo
HFA1V096,word,,prendre des photos,tomar fotos
HFA1171,phrase,Madame Martin,"Bonjour, hôtel des Arts, je vous écoute.","Buenos días, Hotel de las Artes, le escucho."
HFA1172,phrase,Jérôme,"Bonjour, je voudrais réserver une chambre.","Buenos días, quisiera reservar una habitación."
HFA1173,phrase,Madame Martin,Pour quelle date ?,¿Para qué fecha?
HFA1174,phrase,Jérôme,"Pour vendredi soir, pour deux nuits.","Para el viernes por la noche, por dos noches."
HFA1175,phrase,Madame Martin,Nous avons une chambre à soixante euros par nuit.,Tenemos una habitación a sesenta euros por noche.
HFA1176,phrase,Jérôme,"Très bien, je la prends.","Muy bien, la tomo."
HFA1V097,word,,réserver,reservar
HFA1V098,word,,la date,la fecha
HFA1V099,word,,la nuit,la noche
HFA1V100,word,,par nuit,por noche
HFA1V101,word,,prendre,tomar / aceptar
HFA1181,phrase,Jérôme,"Vendredi, je vais prendre le train.","El viernes, voy a tomar el tren."
HFA1182,phrase,Jérôme,Je vais passer deux nuits dans un hôtel.,Voy a pasar dos noches en un hotel.
HFA1183,phrase,Julien,Tu vas visiter quels endroits ?,¿Qué lugares vas a visitar?
HFA1184,phrase,Jérôme,Je vais visiter le centre et plusieurs musées.,Voy a visitar el centro y varios museos.
HFA1185,phrase,Julien,N’oublie pas ton parapluie.,No olvides tu paraguas.
HFA1186,phrase,Jérôme,"Oui, la météo annonce de la pluie.","Sí, el pronóstico anuncia lluvia."
HFA1V102,word,,le train,el tren
HFA1V103,word,,passer,pasar
HFA1V104,word,,l’endroit,el lugar
HFA1V105,word,,plusieurs,varios
HFA1V106,word,,oublier,olvidar
HFA1V107,word,,la météo,el pronóstico del tiempo
HFA1191,phrase,Jérôme,"Julien, il est comment ?",¿Cómo es Julien?
HFA1192,phrase,Camille,Il est grand et il a les cheveux bruns.,Es alto y tiene el cabello castaño.
HFA1193,phrase,Jérôme,Il est plutôt sérieux ?,¿Es más bien serio?
HFA1194,phrase,Camille,"Oui, mais il est aussi très gentil.","Sí, pero también es muy amable."
HFA1195,phrase,Jérôme,"Et toi, tu es plutôt calme ou énergique ?",¿Y tú eres más bien tranquila o enérgica?
HFA1196,phrase,Camille,"Je suis calme, mais assez sociable.","Soy tranquila, pero bastante sociable."
HFA1V108,word,,grand,alto / grande
HFA1V109,word,,les cheveux,el cabello
HFA1V110,word,,brun,castaño
HFA1V111,word,,sérieux,serio
HFA1V112,word,,gentil,amable
HFA1V113,word,,sociable,sociable
HFA1201,phrase,Camille,Ta chambre ici est grande ?,¿Tu habitación aquí es grande?
HFA1202,phrase,Jérôme,"Non, elle est plus petite que ma chambre au Brésil.","No, es más pequeña que mi habitación en Brasil."
HFA1203,phrase,Camille,Mais la résidence est plus près de l’université.,Pero la residencia está más cerca de la universidad.
HFA1204,phrase,Jérôme,"Oui, et elle est aussi plus calme.","Sí, y también es más tranquila."
HFA1205,phrase,Camille,Tu préfères quel logement ?,¿Qué alojamiento prefieres?
HFA1206,phrase,Jérôme,"Les deux sont différents, mais j’aime bien celui-ci.","Los dos son diferentes, pero este me gusta bastante."
HFA1V114,word,,petit,pequeño
HFA1V115,word,,la résidence,la residencia
HFA1V116,word,,calme,tranquilo
HFA1V117,word,,le logement,el alojamiento
HFA1V118,word,,différent,diferente
HFA1211,phrase,Madame Martin,Vous avez compris la consigne ?,¿Entendieron la instrucción?
HFA1212,phrase,Jérôme,"Pardon, je ne comprends pas bien.","Perdón, no entiendo bien."
HFA1213,phrase,Jérôme,"Vous pouvez répéter, s’il vous plaît ?","¿Puede repetir, por favor?"
HFA1214,phrase,Madame Martin,Bien sûr. Écoutez encore une fois.,Claro. Escuchen una vez más.
HFA1215,phrase,Jérôme,Vous pouvez parler un peu plus lentement ?,¿Puede hablar un poco más despacio?
HFA1216,phrase,Madame Martin,"Oui, aucun problème.","Sí, ningún problema."
HFA1V119,word,,comprendre,entender
HFA1V120,word,,la consigne,la instrucción
HFA1V121,word,,répéter,repetir
HFA1V122,word,,lentement,despacio
HFA1V123,word,,aucun problème,ningún problema
HFA1221,phrase,Camille,Tu peux sortir ce soir ?,¿Puedes salir esta noche?
HFA1222,phrase,Jérôme,"Non, je dois étudier pour demain.","No, debo estudiar para mañana."
HFA1223,phrase,Camille,Tu veux travailler ensemble ?,¿Quieres estudiar juntos?
HFA1224,phrase,Jérôme,"Oui, mais je ne peux pas rester tard.","Sí, pero no puedo quedarme hasta tarde."
HFA1225,phrase,Camille,D’accord. Il faut finir avant neuf heures.,De acuerdo. Hay que terminar antes de las nueve.
HFA1226,phrase,Jérôme,"Parfait, je veux aussi dormir tôt.","Perfecto, también quiero dormir temprano."
HFA1V124,word,,devoir,deber
HFA1V125,word,,pouvoir,poder
HFA1V126,word,,ensemble,juntos
HFA1V127,word,,rester,quedarse
HFA1V128,word,,il faut,hay que
HFA1231,phrase,Camille,"Ça va, Jérôme ?","¿Estás bien, Jérôme?"
HFA1232,phrase,Jérôme,Pas vraiment. J’ai mal à la tête.,No mucho. Me duele la cabeza.
HFA1233,phrase,Camille,Tu es aussi fatigué ?,¿También estás cansado?
HFA1234,phrase,Jérôme,"Oui, je n’ai pas bien dormi.","Sí, no dormí bien."
HFA1235,phrase,Camille,Tu dois boire de l’eau et te reposer.,Debes beber agua y descansar.
HFA1236,phrase,Jérôme,D’accord. Je vais rentrer tôt.,De acuerdo. Voy a regresar temprano.
HFA1V129,word,,avoir mal,tener dolor
HFA1V130,word,,la tête,la cabeza
HFA1V131,word,,fatigué,cansado
HFA1V132,word,,dormir,dormir
HFA1V133,word,,se reposer,descansar
HFA1V134,word,,rentrer,regresar
HFA1241,phrase,Jérôme,"Bonjour, je m’appelle Jérôme Lafarge et je viens du Brésil.","Hola, me llamo Jérôme Lafarge y vengo de Brasil."
HFA1242,phrase,Jérôme,J’ai vingt-huit ans et j’étudie le design graphique.,Tengo veintiocho años y estudio diseño gráfico.
HFA1243,phrase,Jérôme,Je travaille le samedi dans une librairie.,Trabajo los sábados en una librería.
HFA1244,phrase,Jérôme,"Pendant mon temps libre, je fais de la photographie, du vélo et de la natation.","Durante mi tiempo libre, practico fotografía, ciclismo y natación."
HFA1245,phrase,Jérôme,"Je parle portugais et anglais, et maintenant j’apprends le français.","Hablo portugués e inglés, y ahora aprendo francés."
HFA1246,phrase,Jérôme,Mon objectif est de devenir illustrateur et de travailler dans l’édition.,Mi objetivo es convertirme en ilustrador y trabajar en el mundo editorial.
HFA1V135,word,,l’objectif,el objetivo
HFA1V136,word,,communiquer,comunicarse
HFA1V137,word,,découvrir,descubrir
HFA1V138,word,,mieux,mejor
HFA1V139,word,,les autres,los demás / otros
