id,type,speaker_or_blank,text,translation_or_blank
V5057,phrase,Saul,세 개씩이요? 저는 질문보다 대답이 더 무서워요.,¿Tres cada uno? Me dan más miedo las respuestas que las preguntas.
V5058,phrase,Dami,그 말 귀여운데요. 하지만 오늘은 귀여워도 봐주지 않아요.,Eso sonó tierno. Pero hoy no te perdonamos aunque seas tierno.
V5059,phrase,Kang PD,현재까지 탈락자는 없습니다. 하지만 누군가는 이미 위험합니다.,Hasta ahora no hay eliminados. Pero alguien ya está en peligro.
V5060,phrase,Taeyun,그 누군가가 저라는 느낌이 드는 건 왜죠?,¿Por qué siento que ese alguien soy yo?
VP315,word,,때마다,cada vez que
VP316,word,,피하다,evitar
VP317,word,,보호하다,proteger
VP318,word,,관찰하다,observar
VP319,word,,탈락자,eliminado
V5061,phrase,Kang PD,두 번째 미션은 팀전입니다. 세 명씩 두 팀으로 나누겠습니다.,La segunda misión es por equipos. Los dividiremos en dos equipos de tres.
V5062,phrase,Minho,팀전이면 배신이 더 빨리 나오죠.,"Si es por equipos, la traición aparece más rápido."
V5063,phrase,Bora,저는 사울 씨랑 같은 팀이면 계속 감시할 거예요.,"Si estoy en el mismo equipo que Saul, lo voy a vigilar todo el tiempo."
V5064,phrase,Saul,같은 팀인데 감시해요? 그건 팀이 아니잖아요.,¿Me vigilas aunque seamos del mismo equipo? Eso no es un equipo.
V5065,phrase,Taeyun,맞아요. 팀은 서로 믿어야 해요. 물론 저는 아무도 안 믿어요.,Exacto. Un equipo debe confiar entre sí. Claro que yo no confío en nadie.
V5066,phrase,Dami,저는 사울 씨랑 같은 팀 하고 싶어요. 반응이 재미있어요.,Yo quiero estar en el equipo de Saul. Sus reacciones son divertidas.
V5067,phrase,Jisoo,재미있어서 고르는 건 위험해요. 이기려면 안정적인 사람이 필요해요.,Escogerlo porque es divertido es peligroso. Para ganar necesitamos alguien estable.
V5068,phrase,Minho,지수 씨 말이 맞아요. 그래서 저는 태윤 씨를 피하겠습니다.,Jisoo tiene razón. Por eso evitaré a Taeyun.
V5069,phrase,Taeyun,왜요? 저는 안정적이에요. 계속 억울하다는 점에서 안정적이에요.,¿Por qué? Soy estable. Soy estable en el sentido de que siempre me siento acusado injustamente.
V5070,phrase,Kang PD,"팀을 발표하겠습니다. 파란 팀은 사울, 보라, 다미입니다.","Anunciaremos los equipos. El equipo azul: Saul, Bora y Dami."
V5071,phrase,Bora,"아, 제가 감시하겠다고 하자마자 같은 팀이 됐어요.","Ah, justo después de decir que lo vigilaría, quedamos en el mismo equipo."
V5072,phrase,Saul,저는 오늘 운이 좋은 건지 나쁜 건지 모르겠어요.,No sé si hoy tengo buena o mala suerte.
V5073,phrase,Kang PD,"빨간 팀은 민호, 태윤, 지수입니다.","El equipo rojo: Minho, Taeyun y Jisoo."
V5074,phrase,Minho,좋아요. 우리 팀은 말은 많지만 머리도 씁니다.,"Bien. Nuestro equipo habla mucho, pero también usa la cabeza."
V5075,phrase,Jisoo,그 말은 태윤 씨가 말하고 제가 생각한다는 뜻인가요?,¿Eso significa que Taeyun habla y yo pienso?
V5076,phrase,Taeyun,왜 또 저만 이상한 역할이에요?,¿Por qué otra vez solo yo tengo el papel raro?
VP320,word,,팀전,juego por equipos
VP321,word,,배신,traición
VP322,word,,감시하다,vigilar
VP323,word,,안정적이다,ser estable
VP324,word,,역할,rol / papel
V5077,phrase,Kang PD,이번 장소는 카페입니다. 주문을 성공하면 힌트를 받을 수 있습니다.,"El lugar de esta misión es una cafetería. Si logran ordenar, podrán recibir una pista."
V5078,phrase,Saul,주문이요? 그냥 커피 주세요 하면 되는 거 아니에요?,"¿Ordenar? ¿No basta con decir 'café, por favor'?"
V5079,phrase,Bora,그렇게 쉬울 리가 없어요. 분명히 함정이 있어요.,No puede ser así de fácil. Seguro hay una trampa.
V5080,phrase,Dami,메뉴판을 보세요. 이름이 다 이상해요.,Miren el menú. Todos los nombres están raros.
V5081,phrase,Saul,"‘배신자 라떼’, ‘억울한 에이드’, ‘수상한 케이크’... 이 카페 괜찮아요?","'Latte del traidor', 'Ade de la injusticia', 'Pastel sospechoso'... ¿Esta cafetería está bien?"
V5082,phrase,Bora,저는 수상한 케이크를 주문하고 싶어요. 하지만 수상하다는 말을 하면 안 될 수도 있어요.,Quiero pedir el pastel sospechoso. Pero quizá no puedo decir la palabra sospechoso.
V5083,phrase,Dami,그럼 손으로 가리키면 돼요?,"Entonces, ¿podemos señalarlo con la mano?"
V5084,phrase,Kang PD,손으로 가리키는 것은 가능합니다. 하지만 설명 없이 주문하면 힌트는 반만 드립니다.,"Se permite señalar con la mano. Pero si ordenan sin explicar, solo recibirán media pista."
V5085,phrase,Saul,반만요? 힌트도 반으로 자를 수 있어요?,¿Solo media? ¿También se puede cortar una pista por la mitad?
V5086,phrase,Bora,농담할 때가 아니에요. 지금 단어 하나 때문에 탈락할 수도 있어요.,No es momento de bromear. Ahora podríamos quedar eliminados por una sola palabra.
V5087,phrase,Dami,"사울 씨, 천천히 말해요. 제가 옆에서 도와줄게요.","Saul, habla despacio. Yo te ayudaré al lado."
V5088,phrase,Saul,좋아요. 저는 이 케이크를 먹어 보고 싶습니다. 이름은 말하지 않겠습니다.,Bien. Quiero probar este pastel. No diré el nombre.
V5089,phrase,직원,왜 이름을 말하지 않으세요?,¿Por qué no dice el nombre?
V5090,phrase,Saul,말하면 위험할 것 같아서요.,Porque creo que sería peligroso si lo digo.
V5091,phrase,Kang PD,주문 성공입니다. 파란 팀은 첫 번째 힌트를 받습니다.,Orden exitosa. El equipo azul recibe la primera pista.
VP325,word,,카페,cafetería
VP326,word,,주문하다,ordenar / pedir en restaurante
VP327,word,,메뉴판,menú
VP328,word,,힌트,pista
VP329,word,,함정,trampa
V5092,phrase,Kang PD,"사울 씨, 잠시 제작진 방으로 와 주세요.","Saul, venga un momento a la sala del equipo de producción."
V5093,phrase,Saul,저만요? 왜 저만 불러요?,¿Solo yo? ¿Por qué solo me llaman a mí?
V5094,phrase,Bora,봤죠? 드디어 본색이 나오는 거예요.,¿Vieron? Por fin está mostrando su verdadera naturaleza.
V5095,phrase,Dami,아직 아무 일도 안 일어났어요. 너무 빨리 몰아가지 마세요.,Todavía no ha pasado nada. No lo arrinconen tan rápido.
V5096,phrase,Saul,저는 정말 아무것도 몰라요. 다녀올게요.,De verdad no sé nada. Ya regreso.
V5097,phrase,Kang PD,사울 씨에게 특별 미션을 드리겠습니다. 아무에게도 말하면 안 됩니다.,Le daremos una misión especial a Saul. No debe decírsela a nadie.
V5098,phrase,Saul,특별 미션이요? 그러면 제가 진짜 수상한 사람이 되는 거 아니에요?,"¿Misión especial? Entonces, ¿no me convierto en la persona realmente sospechosa?"
V5099,phrase,Kang PD,미션은 간단합니다. 멤버 한 명을 끝까지 보호하세요.,La misión es simple. Proteja a un miembro hasta el final.
V5100,phrase,Saul,누구를 보호해야 해요?,¿A quién debo proteger?
V5101,phrase,Kang PD,카드에 적혀 있습니다. 지금 확인하세요.,Está escrito en la tarjeta. Revísela ahora.
V5102,phrase,Saul,다미 씨요? 그런데 다미 씨가 저를 도와줬어요.,¿Dami? Pero Dami me ayudó.
V5103,phrase,Kang PD,그래서 더 어렵습니다. 보호받는 사람은 자신이 보호받는지 모릅니다.,Por eso es más difícil. La persona protegida no sabe que está siendo protegida.
V5104,phrase,Saul,제가 말실수하면 둘 다 위험해질 수 있겠네요.,"Si cometo un error al hablar, los dos podríamos estar en peligro."
V5105,phrase,Kang PD,맞습니다. 지금부터 사울 씨의 말 한마디가 중요합니다.,"Correcto. Desde ahora, cada palabra de Saul es importante."
V5106,phrase,Saul,알겠습니다. 하지만 벌써 머리가 아파요.,Entendido. Pero ya me duele la cabeza.
VP330,word,,제작진,equipo de producción
VP331,word,,특별 미션,misión especial
VP332,word,,보호하다,proteger
VP333,word,,말실수,error al hablar
VP334,word,,한마디,una palabra / una frase breve
V5107,phrase,Minho,이번 게임은 기억력 게임입니다. 화면에 나온 물건과 문장을 모두 기억해야 합니다.,Este juego es de memoria. Deben recordar todos los objetos y frases que aparezcan en la pantalla.
V5108,phrase,Taeyun,저는 아까 먹은 메뉴도 기억이 안 나요.,Yo ni siquiera recuerdo lo que comí hace rato.
V5109,phrase,Jisoo,그건 기억력 문제가 아니라 집중력 문제예요.,"Eso no es problema de memoria, es problema de concentración."
V5110,phrase,Bora,"사울 씨, 다미 씨 옆에 왜 계속 서 있어요?","Saul, ¿por qué sigues parado al lado de Dami?"
V5111,phrase,Saul,그냥 같은 팀이라서요. 팀원은 도와야 하잖아요.,"Solo porque somos del mismo equipo. Hay que ayudar a los compañeros, ¿no?"
V5112,phrase,Dami,맞아요. 사울 씨가 옆에 있으면 마음이 편해요.,"Así es. Si Saul está al lado, me siento tranquila."
V5113,phrase,Bora,그 말도 이상해요. 둘이 너무 자연스러워요.,Eso también es raro. Ustedes dos se ven demasiado naturales.
V5114,phrase,Kang PD,첫 번째 문제입니다. 방금 화면에 나온 과일은 무엇이었습니까?,Primera pregunta. ¿Qué fruta apareció en la pantalla hace un momento?
V5115,phrase,Dami,사과였나요? 아니면 복숭아였나요?,¿Era manzana? ¿O durazno?
V5116,phrase,Saul,저는 복숭아를 본 것 같아요. 하지만 확실하지는 않아요.,Creo que vi un durazno. Pero no estoy seguro.
V5117,phrase,Bora,왜 다미 씨가 말하기 전에 도와줘요?,¿Por qué la ayuda antes de que Dami hable?
V5118,phrase,Saul,같은 팀이니까요! 이건 이상한 게 아니에요.,¡Porque somos del mismo equipo! Esto no es raro.
V5119,phrase,Minho,오늘 사울 씨의 모든 친절이 의심으로 바뀌고 있습니다.,Hoy toda la amabilidad de Saul se está convirtiendo en sospecha.
V5120,phrase,Jisoo,하지만 방금 답은 맞았어요. 복숭아였습니다.,Pero la respuesta de hace un momento fue correcta. Era durazno.
V5121,phrase,Taeyun,저는 왜 틀렸는지도 모르고 틀렸어요.,Yo fallé sin siquiera saber por qué fallé.
VP335,word,,기억력,memoria / capacidad de recordar
VP336,word,,집중력,concentración
VP337,word,,과일,fruta
VP338,word,,확실하다,estar seguro
VP339,word,,친절,amabilidad
V5122,phrase,Bora,잠깐만요. 이제 알겠어요. 사울 씨의 미션은 다미 씨를 보호하는 거죠?,"Un momento. Ya lo entendí. La misión de Saul es proteger a Dami, ¿verdad?"
V5123,phrase,Saul,"아니요, 저는 그냥 팀원으로서 도와준 거예요.","No, solo la ayudé como compañero de equipo."
V5124,phrase,Dami,저도 몰랐어요. 정말이에요.,Yo tampoco lo sabía. Es verdad.
V5125,phrase,Taeyun,둘이 동시에 부정하면 더 수상해요.,"Si los dos lo niegan al mismo tiempo, se vuelve más sospechoso."
V5126,phrase,Minho,"보라 씨의 추리가 맞을까요, 아니면 또 너무 앞서간 걸까요?","¿Será correcta la deducción de Bora, o se habrá adelantado demasiado otra vez?"
V5127,phrase,Jisoo,사울 씨가 다미 씨를 보호한 건 맞아요. 하지만 이유는 아직 몰라요.,Es cierto que Saul protegió a Dami. Pero todavía no sabemos la razón.
V5128,phrase,Bora,이유가 뭐든 미션이면 점수를 깎아야 해요.,"Sea cual sea la razón, si es una misión, deberían quitarle puntos."
V5129,phrase,Saul,왜요? 저는 규칙을 어기지 않았어요.,¿Por qué? No rompí las reglas.
V5130,phrase,Kang PD,확인하겠습니다. 사울 씨는 특별 미션을 받고 있었습니다.,Confirmaremos. Saul estaba cumpliendo una misión especial.
V5131,phrase,Dami,진짜요? 그럼 저를 계속 도와준 게 미션 때문이었어요?,"¿De verdad? Entonces, ¿me ayudó todo el tiempo por la misión?"
V5132,phrase,Saul,처음에는 미션 때문이었어요. 그런데 나중에는 진짜 같은 팀이라고 생각했어요.,Al principio fue por la misión. Pero después pensé que de verdad éramos equipo.
V5133,phrase,Dami,그 말은 조금 감동인데요. 하지만 그래도 속은 기분이에요.,Eso es un poco conmovedor. Pero aun así siento que me engañaron.
V5134,phrase,Taeyun,저는 아무도 보호하지 않았는데 왜 계속 혼나는 기분이죠?,"Yo no protegí a nadie, ¿por qué siento que me siguen regañando?"
V5135,phrase,Minho,오늘의 교훈입니다. 착한 행동도 예능에서는 증거가 됩니다.,Lección de hoy: incluso una acción amable se convierte en evidencia en variedad.
V5136,phrase,Kang PD,특별 미션은 성공입니다. 하지만 공개되었기 때문에 보너스는 절반만 드립니다.,"La misión especial fue exitosa. Pero como fue revelada, solo recibirá la mitad del bono."
VP340,word,,보호하다,proteger
VP341,word,,부정하다,negar
VP342,word,,추리,deducción
VP343,word,,어기다,romper una regla
VP344,word,,증거,evidencia / prueba
V5137,phrase,Kang PD,마지막 결과를 발표하겠습니다. 오늘의 진짜 비밀 미션자는 사울 씨가 아닙니다.,Anunciaremos el resultado final. La verdadera persona con misión secreta de hoy no es Saul.
V5138,phrase,Saul,제가 아니에요? 그럼 왜 하루 종일 저만 의심받았어요?,"¿No soy yo? Entonces, ¿por qué sospecharon solo de mí todo el día?"
V5139,phrase,Minho,그게 바로 예능입니다. 억울함도 분량이 됩니다.,Eso es precisamente variedad. La injusticia también se vuelve tiempo en pantalla.
V5140,phrase,Bora,잠깐만요. 그럼 진짜 미션자는 누구예요?,"Un momento. Entonces, ¿quién era la verdadera persona de la misión?"
V5141,phrase,Kang PD,진짜 미션자는 다미 씨였습니다.,La verdadera persona con misión era Dami.
V5142,phrase,Dami,"네, 맞아요. 저는 처음부터 사울 씨가 저를 보호하게 만들어야 했어요.","Sí, correcto. Desde el principio tenía que hacer que Saul me protegiera."
V5143,phrase,Saul,그러면 제가 보호한 게 아니라 제가 이용당한 거예요?,"Entonces, ¿no la protegí, sino que fui usado?"
V5144,phrase,Taeyun,축하해요. 한국 예능에 완벽하게 적응했네요.,Felicidades. Te adaptaste perfectamente a la variedad coreana.
V5145,phrase,Jisoo,다미 씨는 거의 들키지 않았어요. 사울 씨에게 의심이 몰린 덕분이에요.,Dami casi no fue descubierta. Gracias a que la sospecha se concentró en Saul.
V5146,phrase,Bora,저는 처음부터 사울 씨만 봤어요. 그게 실수였네요.,Yo miré solo a Saul desde el principio. Ese fue mi error.
V5147,phrase,Minho,그럼 오늘의 벌칙자는 누구입니까?,"Entonces, ¿quién recibe el castigo de hoy?"
V5148,phrase,Kang PD,"사울 씨와 보라 씨입니다. 한 명은 너무 의심받았고, 한 명은 너무 의심했습니다.",Saul y Bora. Uno fue demasiado sospechado y la otra sospechó demasiado.
V5149,phrase,Saul,"의심받아도 벌칙이고, 의심해도 벌칙이에요?","¿Si sospechan de mí hay castigo, y si sospecho también hay castigo?"
V5150,phrase,Bora,이건 진짜 억울해요. 하지만 조금 인정할게요.,Esto sí es injusto. Pero lo admitiré un poco.
V5151,phrase,Taeyun,드디어 저 말고 다른 사람이 억울해졌어요. 오늘은 좋은 날이에요.,Por fin alguien además de mí se siente acusado injustamente. Hoy es un buen día.
V5152,phrase,Kang PD,벌칙은 수상한 케이크 한 입 먹고 표정 숨기기입니다.,El castigo es comer un bocado del pastel sospechoso y ocultar la expresión.
V5153,phrase,Saul,이 프로그램은 끝날 때까지 수상하네요.,Este programa es sospechoso hasta el final.
V5154,phrase,Minho,"수상한 하루, 첫 번째 이야기는 여기까지입니다. 다음 주에도 의심하면서 만나요!","Un Día Sospechoso, la primera historia termina aquí. ¡Nos vemos la próxima semana sospechando!"
VP345,word,,미션자,persona que tiene la misión
VP346,word,,분량,tiempo en pantalla / material útil
VP347,word,,이용당하다,ser usado / ser aprovechado
VP348,word,,벌칙자,persona castigada
VP349,word,,인정하다,admitir / reconocer
