id,type,speaker_or_blank,text,translation_or_blank
HGA1066,phrase,Frau Weber,Genau. Jetzt kennt Lina das ganze Team.,Exacto. Ahora Lina conoce a todo el equipo.
HGA1W061,word,,das Team,el equipo
HGA1W062,word,,zusammen,juntos
HGA1W063,word,,arbeiten,trabajar
HGA1W064,word,,helfen,ayudar
HGA1W065,word,,leiten,dirigir
HGA1W066,word,,kennen,conocer
HGA1071,phrase,Lina,Wann beginnt dein Arbeitstag?,¿Cuándo comienza tu jornada laboral?
HGA1072,phrase,Elias,Ich stehe um sechs Uhr dreißig auf.,Me levanto a las seis y media.
HGA1073,phrase,Lina,Frühstückst du zu Hause?,¿Desayunas en casa?
HGA1074,phrase,Elias,Ja. Danach fahre ich mit dem Bus.,Sí. Después voy en autobús.
HGA1075,phrase,Lina,Wann öffnet die Bibliothek?,¿Cuándo abre la biblioteca?
HGA1076,phrase,Elias,Sie öffnet jeden Tag um neun Uhr.,Abre todos los días a las nueve.
HGA1W071,word,,der Arbeitstag,la jornada laboral
HGA1W072,word,,aufstehen,levantarse
HGA1W073,word,,frühstücken,desayunar
HGA1W074,word,,danach,después
HGA1W075,word,,öffnen,abrir
HGA1W076,word,,jeden Tag,cada día
HGA1081,phrase,Noah,Was machst du gern in deiner Freizeit?,¿Qué te gusta hacer en tu tiempo libre?
HGA1082,phrase,Lina,Ich lese gern und höre viel Musik.,Me gusta leer y escucho mucha música.
HGA1083,phrase,Noah,Spielst du ein Instrument?,¿Tocas algún instrumento?
HGA1084,phrase,Lina,"Ja, ich spiele ein bisschen Gitarre.","Sí, toco un poco la guitarra."
HGA1085,phrase,Noah,"Ich mag Sport, aber ich lese nicht gern.","Me gusta el deporte, pero no me gusta leer."
HGA1086,phrase,Lina,Dann brauchst du vielleicht das richtige Buch.,Entonces quizá necesitas el libro adecuado.
HGA1W081,word,,die Freizeit,el tiempo libre
HGA1W082,word,,lesen,leer
HGA1W083,word,,Musik hören,escuchar música
HGA1W084,word,,spielen,tocar/jugar
HGA1W085,word,,mögen,gustar
HGA1W086,word,,vielleicht,quizá
HGA1091,phrase,Greta,Möchtet ihr Kaffee oder Tee?,¿Quieren café o té?
HGA1092,phrase,Lina,"Ich möchte einen Tee, bitte.","Quisiera un té, por favor."
HGA1093,phrase,Noah,Für mich einen Kaffee mit Milch.,Para mí un café con leche.
HGA1094,phrase,Greta,Möchtet ihr auch Kuchen?,¿También quieren pastel?
HGA1095,phrase,Lina,"Ja, gern. Ich nehme ein kleines Stück.","Sí, con gusto. Tomo un trozo pequeño."
HGA1096,phrase,Noah,"Ich habe keinen Hunger, danke.","No tengo hambre, gracias."
HGA1W091,word,,der Kaffee,el café
HGA1W092,word,,der Tee,el té
HGA1W093,word,,die Milch,la leche
HGA1W094,word,,der Kuchen,el pastel
HGA1W095,word,,das Stück,el trozo
HGA1W096,word,,Hunger haben,tener hambre
HGA1101,phrase,Frau Weber,Wann kann der Leseklub anfangen?,¿Cuándo puede comenzar el club de lectura?
HGA1102,phrase,Elias,Am Mittwoch um achtzehn Uhr.,El miércoles a las dieciocho horas.
HGA1103,phrase,Lina,Wie lange dauert das Treffen?,¿Cuánto dura la reunión?
HGA1104,phrase,Elias,Von sechs bis halb acht.,De seis a siete y media.
HGA1105,phrase,Noah,Ich kann erst um sieben kommen.,Solo puedo venir a las siete.
HGA1106,phrase,Frau Weber,Das ist kein Problem. Wir warten auf dich.,No hay problema. Te esperamos.
HGA1W101,word,,der Mittwoch,el miércoles
HGA1W102,word,,anfangen,comenzar
HGA1W103,word,,dauern,durar
HGA1W104,word,,das Treffen,la reunión
HGA1W105,word,,halb,media
HGA1W106,word,,warten,esperar
HGA1111,phrase,Lina,Heute ist es sehr kalt.,Hoy hace mucho frío.
HGA1112,phrase,Elias,"Ja, und am Nachmittag regnet es.","Sí, y por la tarde llueve."
HGA1113,phrase,Greta,Dann können wir nicht im Garten lesen.,Entonces no podemos leer en el jardín.
HGA1114,phrase,Noah,Morgen soll es sonnig und warm sein.,Se supone que mañana estará soleado y cálido.
HGA1115,phrase,Frau Weber,Wir verschieben die Veranstaltung auf morgen.,Posponemos el evento para mañana.
HGA1116,phrase,Lina,Gut. Dann bereiten wir heute alles drinnen vor.,Bien. Entonces hoy preparamos todo dentro.
HGA1W111,word,,kalt,frío
HGA1W112,word,,regnen,llover
HGA1W113,word,,sonnig,soleado
HGA1W114,word,,warm,cálido
HGA1W115,word,,der Garten,el jardín
HGA1W116,word,,verschieben,posponer
HGA1121,phrase,Lina,Zuerst öffnen wir morgens die Bibliothek.,Primero abrimos la biblioteca por la mañana.
HGA1122,phrase,Lina,Dann sortieren wir Bücher und helfen den Besuchern.,Después ordenamos libros y ayudamos a los visitantes.
HGA1123,phrase,Lina,Mittags essen wir oft zusammen.,Al mediodía comemos juntos a menudo.
HGA1124,phrase,Lina,Am Nachmittag planen wir neue Veranstaltungen.,Por la tarde planeamos nuevos eventos.
HGA1125,phrase,Lina,"Manchmal ist viel los, aber die Arbeit macht Spaß.","A veces hay mucho movimiento, pero el trabajo es divertido."
HGA1126,phrase,Elias,Genau. Und nächste Woche beginnt unser Leseklub.,Exacto. Y la próxima semana comienza nuestro club de lectura.
HGA1W121,word,,zuerst,primero
HGA1W122,word,,sortieren,ordenar/clasificar
HGA1W123,word,,der Besucher,el visitante
HGA1W124,word,,mittags,al mediodía
HGA1W125,word,,planen,planear
HGA1W126,word,,Spaß machen,ser divertido
HGA1131,phrase,Lina,"Entschuldigung, wo ist der Marktplatz?","Disculpe, ¿dónde está la plaza del mercado?"
HGA1132,phrase,Passantin,Gehen Sie hier geradeaus.,Siga derecho por aquí.
HGA1133,phrase,Lina,Und dann?,¿Y después?
HGA1134,phrase,Passantin,Biegen Sie an der Apotheke links ab.,Gire a la izquierda en la farmacia.
HGA1135,phrase,Noah,Ist der Platz weit?,¿La plaza está lejos?
HGA1136,phrase,Passantin,"Nein, er ist direkt hinter dem Rathaus.","No, está justo detrás del ayuntamiento."
HGA1W131,word,,die Richtung,la dirección
HGA1W132,word,,geradeaus,todo recto
HGA1W133,word,,abbiegen,girar
HGA1W134,word,,die Apotheke,la farmacia
HGA1W135,word,,der Marktplatz,la plaza del mercado
HGA1W136,word,,das Rathaus,el ayuntamiento
HGA1141,phrase,Noah,Fahren wir mit dem Bus zum Bahnhof?,¿Vamos en autobús a la estación?
HGA1142,phrase,Lina,"Ja, aber wir müssen einmal umsteigen.","Sí, pero tenemos que hacer un transbordo."
HGA1143,phrase,Noah,Welche Linie nehmen wir?,¿Qué línea tomamos?
HGA1144,phrase,Lina,"Zuerst die Linie vier, dann die Straßenbahn zwei.",Primero la línea cuatro y después el tranvía dos.
HGA1145,phrase,Noah,Wie lange dauert die Fahrt?,¿Cuánto dura el trayecto?
HGA1146,phrase,Lina,Ungefähr fünfundzwanzig Minuten.,Aproximadamente veinticinco minutos.
HGA1W141,word,,der Bahnhof,la estación
HGA1W142,word,,umsteigen,hacer transbordo
HGA1W143,word,,die Linie,la línea
HGA1W144,word,,die Straßenbahn,el tranvía
HGA1W145,word,,die Fahrt,el trayecto
HGA1W146,word,,ungefähr,aproximadamente
HGA1151,phrase,Greta,"Wir brauchen Äpfel, Brot und Käse.","Necesitamos manzanas, pan y queso."
HGA1152,phrase,Lina,Wie viele Äpfel sollen wir kaufen?,¿Cuántas manzanas debemos comprar?
HGA1153,phrase,Greta,"Zwei Kilo, bitte.","Dos kilos, por favor."
HGA1154,phrase,Verkäufer,Sonst noch etwas?,¿Algo más?
HGA1155,phrase,Lina,"Ja, ein Brot und zweihundert Gramm Käse.","Sí, un pan y doscientos gramos de queso."
HGA1156,phrase,Verkäufer,Das macht zwölf Euro fünfzig.,Son doce euros con cincuenta.
HGA1W151,word,,brauchen,necesitar
HGA1W152,word,,der Apfel,la manzana
HGA1W153,word,,das Brot,el pan
HGA1W154,word,,der Käse,el queso
HGA1W155,word,,kaufen,comprar
HGA1W156,word,,kosten,costar
HGA1161,phrase,Frau Weber,Guten Tag. Haben Sie ein Einzelzimmer frei?,Buenas tardes. ¿Tiene una habitación individual disponible?
HGA1162,phrase,Rezeptionist,Für welches Datum?,¿Para qué fecha?
HGA1163,phrase,Frau Weber,Vom zwölften bis zum vierzehnten Mai.,Del doce al catorce de mayo.
HGA1164,phrase,Rezeptionist,"Ja, wir haben noch ein ruhiges Zimmer.","Sí, todavía tenemos una habitación tranquila."
HGA1165,phrase,Frau Weber,Wie viel kostet es pro Nacht?,¿Cuánto cuesta por noche?
HGA1166,phrase,Rezeptionist,Achtzig Euro inklusive Frühstück.,Ochenta euros con desayuno incluido.
HGA1W161,word,,das Einzelzimmer,la habitación individual
HGA1W162,word,,frei,disponible
HGA1W163,word,,das Datum,la fecha
HGA1W164,word,,ruhig,tranquilo
HGA1W165,word,,die Nacht,la noche
HGA1W166,word,,inklusive,incluido
HGA1171,phrase,Noah,Was wollt ihr am Samstag machen?,¿Qué quieren hacer el sábado?
HGA1172,phrase,Lina,Ich will morgens die Plakate aufhängen.,Quiero colgar los carteles por la mañana.
HGA1173,phrase,Elias,Danach können wir den Saal dekorieren.,Después podemos decorar la sala.
HGA1174,phrase,Greta,Ich bringe Kuchen und Getränke mit.,Yo llevo pastel y bebidas.
HGA1175,phrase,Noah,Kann ich erst am Nachmittag kommen?,¿Puedo llegar hasta la tarde?
HGA1176,phrase,Frau Weber,Natürlich. Wir brauchen dann Hilfe an der Tür.,Claro. Entonces necesitamos ayuda en la puerta.
HGA1W171,word,,der Plan,el plan
HGA1W172,word,,das Plakat,el cartel
HGA1W173,word,,aufhängen,colgar
HGA1W174,word,,dekorieren,decorar
HGA1W175,word,,mitbringen,traer consigo
HGA1W176,word,,natürlich,naturalmente/claro
HGA1181,phrase,Elias,Es gibt ein Problem mit der Lieferung.,Hay un problema con la entrega.
HGA1182,phrase,Lina,Was fehlt?,¿Qué falta?
HGA1183,phrase,Elias,"Zwei Kisten sind nicht da, und ein Tisch ist kaputt.",No están dos cajas y una mesa está rota.
HGA1184,phrase,Lina,Können wir die Firma anrufen?,¿Podemos llamar a la empresa?
HGA1185,phrase,Elias,Ja. Kannst du mir die Nummer geben?,Sí. ¿Puedes darme el número?
HGA1186,phrase,Lina,Natürlich. Ich schreibe sie sofort auf.,Claro. Lo anoto de inmediato.
HGA1W181,word,,das Problem,el problema
HGA1W182,word,,die Lieferung,la entrega
HGA1W183,word,,fehlen,faltar
HGA1W184,word,,die Kiste,la caja
HGA1W185,word,,kaputt,roto
HGA1W186,word,,anrufen,llamar por teléfono
HGA1191,phrase,Lina,Wie sieht die Autorin aus?,¿Cómo es físicamente la autora?
HGA1192,phrase,Frau Weber,Sie ist groß und hat kurze graue Haare.,Es alta y tiene el cabello corto y gris.
HGA1193,phrase,Lina,Trägt sie eine Brille?,¿Usa lentes?
HGA1194,phrase,Frau Weber,"Ja, und meistens trägt sie einen roten Mantel.","Sí, y casi siempre lleva un abrigo rojo."
HGA1195,phrase,Noah,Dann erkennen wir sie bestimmt.,Entonces seguramente la reconoceremos.
HGA1196,phrase,Elias,Ihr Zug kommt um elf Uhr an.,Su tren llega a las once.
HGA1W191,word,,aussehen,verse/parecer físicamente
HGA1W192,word,,groß,alto/grande
HGA1W193,word,,die Haare,el cabello
HGA1W194,word,,die Brille,los lentes
HGA1W195,word,,tragen,llevar puesto
HGA1W196,word,,der Mantel,el abrigo
HGA1201,phrase,Noah,Welches Plakat ist besser?,¿Qué cartel es mejor?
HGA1202,phrase,Lina,Das blaue ist moderner.,El azul es más moderno.
HGA1203,phrase,Noah,Aber das rote ist größer und leichter zu lesen.,Pero el rojo es más grande y más fácil de leer.
HGA1204,phrase,Lina,Stimmt. Ich finde das rote schöner.,Es verdad. Me parece más bonito el rojo.
HGA1205,phrase,Noah,Dann nehmen wir das rote für den Eingang.,Entonces usamos el rojo para la entrada.
HGA1206,phrase,Lina,Und das blaue kommt neben die Bühne.,Y el azul va junto al escenario.
HGA1W201,word,,besser,mejor
HGA1W202,word,,modern,moderno
HGA1W203,word,,groß,grande
HGA1W204,word,,leicht,fácil/ligero
HGA1W205,word,,schön,bonito
HGA1W206,word,,die Bühne,el escenario
HGA1211,phrase,Elias,"Lina, du siehst müde aus. Geht es dir gut?","Lina, te ves cansada. ¿Estás bien?"
HGA1212,phrase,Lina,Nicht wirklich. Mein Kopf tut weh.,No realmente. Me duele la cabeza.
HGA1213,phrase,Elias,Hast du auch Fieber?,¿También tienes fiebre?
HGA1214,phrase,Lina,"Nein, aber mein Hals tut weh.","No, pero me duele la garganta."
HGA1215,phrase,Greta,Du solltest nach Hause gehen und dich ausruhen.,Deberías ir a casa y descansar.
HGA1216,phrase,Lina,"Ja, vielleicht ist das besser.","Sí, quizá sea mejor."
HGA1W211,word,,krank,enfermo
HGA1W212,word,,müde,cansado
HGA1W213,word,,der Kopf,la cabeza
HGA1W214,word,,der Hals,la garganta
HGA1W215,word,,Fieber haben,tener fiebre
HGA1W216,word,,sich ausruhen,descansar
HGA1221,phrase,Frau Weber,Guten Tag. Hier ist Weber von der Stadtbibliothek.,Buenas tardes. Habla Weber de la biblioteca municipal.
HGA1222,phrase,Assistent,Guten Tag. Was kann ich für Sie tun?,Buenas tardes. ¿Qué puedo hacer por usted?
HGA1223,phrase,Frau Weber,Darf ich bitte mit Frau König sprechen?,"¿Podría hablar con la señora König, por favor?"
HGA1224,phrase,Assistent,Sie ist gerade in einer Besprechung.,Ahora está en una reunión.
HGA1225,phrase,Frau Weber,"Können Sie ihr sagen, dass alles bereit ist?",¿Puede decirle que todo está listo?
HGA1226,phrase,Assistent,"Ja, natürlich. Ich richte es ihr aus.","Sí, claro. Se lo comunicaré."
HGA1W221,word,,telefonieren,hablar por teléfono
HGA1W222,word,,sprechen,hablar
HGA1W223,word,,die Besprechung,la reunión
HGA1W224,word,,bereit,listo
HGA1W225,word,,ausrichten,transmitir un mensaje
HGA1W226,word,,dürfen,tener permiso
HGA1231,phrase,Besucherin,"Entschuldigung, wo kann ich meine Jacke lassen?","Disculpe, ¿dónde puedo dejar mi chaqueta?"
HGA1232,phrase,Lina,Die Garderobe ist unten neben der Treppe.,El guardarropa está abajo junto a la escalera.
HGA1233,phrase,Besucherin,Darf ich hier fotografieren?,¿Puedo tomar fotografías aquí?
HGA1234,phrase,Lina,"Im Saal bitte nicht, aber im Eingang ist es erlaubt.","En la sala, por favor no; pero en la entrada está permitido."
HGA1235,phrase,Besucherin,Wann beginnt die Lesung?,¿Cuándo comienza la lectura?
HGA1236,phrase,Lina,In zehn Minuten. Nehmen Sie gern schon Platz.,En diez minutos. Puede ir tomando asiento.
HGA1W231,word,,die Jacke,la chaqueta
HGA1W232,word,,die Garderobe,el guardarropa
HGA1W233,word,,die Treppe,la escalera
HGA1W234,word,,fotografieren,fotografiar
HGA1W235,word,,erlaubt,permitido
HGA1W236,word,,Platz nehmen,tomar asiento
HGA1241,phrase,Frau Weber,Heute sind mehr als hundert Besucher gekommen.,Hoy vinieron más de cien visitantes.
HGA1242,phrase,Greta,"Die Lesung war voll, und der Kuchen ist fast weg.",La lectura estuvo llena y el pastel casi se terminó.
HGA1243,phrase,Noah,Viele Leute wollen nächste Woche wiederkommen.,Mucha gente quiere volver la próxima semana.
HGA1244,phrase,Elias,"Wir haben gezeigt, dass die Bibliothek wichtig ist.",Demostramos que la biblioteca es importante.
HGA1245,phrase,Lina,Bleibt sie also geöffnet?,"Entonces, ¿seguirá abierta?"
HGA1246,phrase,Frau Weber,"Ja. Die Stadt unterstützt uns, deshalb bleiben wir offen.","Sí. La ciudad nos apoya, por eso permanecemos abiertos."
HGA1W241,word,,der Besucher,el visitante
HGA1W242,word,,wiederkommen,volver
HGA1W243,word,,zeigen,mostrar
HGA1W244,word,,wichtig,importante
HGA1W245,word,,unterstützen,apoyar
HGA1W246,word,,offen bleiben,permanecer abierto
