id,type,speaker_or_blank,text,translation_or_blank,text_tts,lesson,section,pause_after_ms,repeat_count,repeat_style,is_key_phrase,playback_speed_hint
PODB010027,podcast,Saul,죄송해요.,,[calm narrator] 죄송해요.,2,scene,0,1,normal,false,normal
PODB010028,podcast,Aru,네?,,[calm narrator] 네?,2,scene,0,1,normal,false,normal
PODB010029,podcast,Saul,한국어를 몰라요.,,[calm narrator] 한국어를 몰라요.,2,scene,0,1,normal,false,normal
PODB010030,podcast,Aru,아...,,[calm narrator] 아...,2,scene,0,1,normal,false,normal
PODB010031,podcast,Saul,천천히 말해 주세요.,,[calm narrator] 천천히 말해 주세요.,2,scene,0,1,normal,false,normal
PODB010032,podcast,Aru,"아, 네.",,"[calm narrator] 아, 네.",2,scene,0,1,normal,false,normal
PODB010033,podcast,Narrador,괜찮아요,estar bien,[calm narrator] 괜찮아요,2,scene,0,1,normal,false,normal
PODB010034,podcast,Narrador,한국어,coreano,[calm narrator] 한국어,2,scene,0,1,normal,false,normal
PODB010035,podcast,Narrador,몰라요,no sé,[calm narrator] 몰라요,2,scene,0,1,normal,false,normal
PODB010036,podcast,Profesor,"En la lección 02, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 02, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",2,explanation,0,1,normal,false,normal
PODB010037,podcast,Profesor,괜찮아요?,,[teacherly] 괜찮아요?,2,vocab,0,1,normal,false,normal
PODB010038,podcast,Profesor,네?,,[teacherly] 네?,2,vocab,0,1,normal,false,normal
PODB010039,podcast,Profesor,괜찮아요?,,[teacherly] 괜찮아요?,2,vocab,0,1,normal,false,normal
PODB010040,podcast,Profesor,죄송해요.,,[teacherly] 죄송해요.,2,vocab,0,1,normal,false,normal
PODB010041,podcast,Profesor,네?,,[teacherly] 네?,2,vocab,0,1,normal,false,normal
PODB010042,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,2,outro,0,1,normal,false,normal
PODB010043,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 03.,,[teacherly] Hoy vamos a escuchar y entender la Lección 03.,3,intro,0,1,normal,false,normal
PODB010044,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,3,intro,0,1,normal,false,normal
PODB010045,podcast,Aru,여기예요.,,[calm narrator] 여기예요.,3,scene,0,1,normal,false,normal
PODB010046,podcast,Saul,여기?,,[calm narrator] 여기?,3,scene,0,1,normal,false,normal
PODB010047,podcast,Aru,"네, 여기예요.",,"[calm narrator] 네, 여기예요.",3,scene,0,1,normal,false,normal
PODB010048,podcast,Saul,여기가 어디예요?,,[calm narrator] 여기가 어디예요?,3,scene,0,1,normal,false,normal
PODB010049,podcast,Aru,모르겠어요.,,[calm narrator] 모르겠어요.,3,scene,0,1,normal,false,normal
PODB010050,podcast,Saul,몰라요?,,[calm narrator] 몰라요?,3,scene,0,1,normal,false,normal
PODB010051,podcast,Aru,"네, 저도 몰라요.",,"[calm narrator] 네, 저도 몰라요.",3,scene,0,1,normal,false,normal
PODB010052,podcast,Saul,아...,,[calm narrator] 아...,3,scene,0,1,normal,false,normal
PODB010053,podcast,Narrador,몰라요,no sé,[calm narrator] 몰라요,3,scene,0,1,normal,false,normal
PODB010054,podcast,Narrador,여기,aquí,[calm narrator] 여기,3,scene,0,1,normal,false,normal
PODB010055,podcast,Narrador,어디,dónde,[calm narrator] 어디,3,scene,0,1,normal,false,normal
PODB010056,podcast,Profesor,"En la lección 03, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 03, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",3,explanation,0,1,normal,false,normal
PODB010057,podcast,Profesor,여기예요.,,[teacherly] 여기예요.,3,vocab,0,1,normal,false,normal
PODB010058,podcast,Profesor,여기?,,[teacherly] 여기?,3,vocab,0,1,normal,false,normal
PODB010059,podcast,Profesor,"네, 여기예요.",,"[teacherly] 네, 여기예요.",3,vocab,0,1,normal,false,normal
PODB010060,podcast,Profesor,여기가 어디예요?,,[teacherly] 여기가 어디예요?,3,vocab,0,1,normal,false,normal
PODB010061,podcast,Profesor,모르겠어요.,,[teacherly] 모르겠어요.,3,vocab,0,1,normal,false,normal
PODB010062,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,3,outro,0,1,normal,false,normal
PODB010063,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 04.,,[teacherly] Hoy vamos a escuchar y entender la Lección 04.,4,intro,0,1,normal,false,normal
PODB010064,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,4,intro,0,1,normal,false,normal
PODB010065,podcast,Aru,집이에요.,,[calm narrator] 집이에요.,4,scene,0,1,normal,false,normal
PODB010066,podcast,Saul,집?,,[calm narrator] 집?,4,scene,0,1,normal,false,normal
PODB010067,podcast,Aru,"네, 집이에요.",,"[calm narrator] 네, 집이에요.",4,scene,0,1,normal,false,normal
PODB010068,podcast,Aru,방이에요.,,[calm narrator] 방이에요.,4,scene,0,1,normal,false,normal
PODB010069,podcast,Saul,방.,,[calm narrator] 방.,4,scene,0,1,normal,false,normal
PODB010070,podcast,Aru,문이에요.,,[calm narrator] 문이에요.,4,scene,0,1,normal,false,normal
PODB010071,podcast,Saul,문?,,[calm narrator] 문?,4,scene,0,1,normal,false,normal
PODB010072,podcast,Aru,"네, 문이에요.",,"[calm narrator] 네, 문이에요.",4,scene,0,1,normal,false,normal
PODB010073,podcast,Aru,벽이에요.,,[calm narrator] 벽이에요.,4,scene,0,1,normal,false,normal
PODB010074,podcast,Saul,벽...,,[calm narrator] 벽...,4,scene,0,1,normal,false,normal
PODB010075,podcast,Narrador,집,casa,[calm narrator] 집,4,scene,0,1,normal,false,normal
PODB010076,podcast,Narrador,방,habitación,[calm narrator] 방,4,scene,0,1,normal,false,normal
PODB010077,podcast,Narrador,문,puerta,[calm narrator] 문,4,scene,0,1,normal,false,normal
PODB010078,podcast,Narrador,벽,pared,[calm narrator] 벽,4,scene,0,1,normal,false,normal
PODB010079,podcast,Profesor,"En la lección 04, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 04, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",4,explanation,0,1,normal,false,normal
PODB010080,podcast,Profesor,집이에요.,,[teacherly] 집이에요.,4,vocab,0,1,normal,false,normal
PODB010081,podcast,Profesor,집?,,[teacherly] 집?,4,vocab,0,1,normal,false,normal
PODB010082,podcast,Profesor,"네, 집이에요.",,"[teacherly] 네, 집이에요.",4,vocab,0,1,normal,false,normal
PODB010083,podcast,Profesor,방이에요.,,[teacherly] 방이에요.,4,vocab,0,1,normal,false,normal
PODB010084,podcast,Profesor,방.,,[teacherly] 방.,4,vocab,0,1,normal,false,normal
PODB010085,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,4,outro,0,1,normal,false,normal
PODB010086,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 05.,,[teacherly] Hoy vamos a escuchar y entender la Lección 05.,5,intro,0,1,normal,false,normal
PODB010087,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,5,intro,0,1,normal,false,normal
PODB010088,podcast,Aru,물이에요.,,[calm narrator] 물이에요.,5,scene,0,1,normal,false,normal
PODB010089,podcast,Saul,물.,,[calm narrator] 물.,5,scene,0,1,normal,false,normal
PODB010090,podcast,Aru,마셔요.,,[calm narrator] 마셔요.,5,scene,0,1,normal,false,normal
PODB010091,podcast,Saul,마셔요?,,[calm narrator] 마셔요?,5,scene,0,1,normal,false,normal
PODB010092,podcast,Aru,"네, 마셔요.",,"[calm narrator] 네, 마셔요.",5,scene,0,1,normal,false,normal
PODB010093,podcast,Saul,물 주세요.,,[calm narrator] 물 주세요.,5,scene,0,1,normal,false,normal
PODB010094,podcast,Aru,"네, 여기요.",,"[calm narrator] 네, 여기요.",5,scene,0,1,normal,false,normal
PODB010095,podcast,Saul,감사합니다.,,[calm narrator] 감사합니다.,5,scene,0,1,normal,false,normal
PODB010096,podcast,Narrador,물,agua,[calm narrator] 물,5,scene,0,1,normal,false,normal
PODB010097,podcast,Narrador,마시다,beber,[calm narrator] 마시다,5,scene,0,1,normal,false,normal
PODB010098,podcast,Profesor,"En la lección 05, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 05, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",5,explanation,0,1,normal,false,normal
PODB010099,podcast,Profesor,물이에요.,,[teacherly] 물이에요.,5,vocab,0,1,normal,false,normal
PODB010100,podcast,Profesor,물.,,[teacherly] 물.,5,vocab,0,1,normal,false,normal
PODB010101,podcast,Profesor,마셔요.,,[teacherly] 마셔요.,5,vocab,0,1,normal,false,normal
PODB010102,podcast,Profesor,마셔요?,,[teacherly] 마셔요?,5,vocab,0,1,normal,false,normal
PODB010103,podcast,Profesor,"네, 마셔요.",,"[teacherly] 네, 마셔요.",5,vocab,0,1,normal,false,normal
PODB010104,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,5,outro,0,1,normal,false,normal
PODB010105,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 06.,,[teacherly] Hoy vamos a escuchar y entender la Lección 06.,6,intro,0,1,normal,false,normal
PODB010106,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,6,intro,0,1,normal,false,normal
PODB010107,podcast,Aru,배고파요?,,[calm narrator] 배고파요?,6,scene,0,1,normal,false,normal
PODB010108,podcast,Saul,"네, 배고파요.",,"[calm narrator] 네, 배고파요.",6,scene,0,1,normal,false,normal
PODB010109,podcast,Aru,음식이 있어요.,,[calm narrator] 음식이 있어요.,6,scene,0,1,normal,false,normal
PODB010110,podcast,Saul,음식?,,[calm narrator] 음식?,6,scene,0,1,normal,false,normal
PODB010111,podcast,Aru,"네, 음식이에요.",,"[calm narrator] 네, 음식이에요.",6,scene,0,1,normal,false,normal
PODB010112,podcast,Aru,먹어요.,,[calm narrator] 먹어요.,6,scene,0,1,normal,false,normal
PODB010113,podcast,Saul,먹어요?,,[calm narrator] 먹어요?,6,scene,0,1,normal,false,normal
PODB010114,podcast,Aru,"네, 먹어요.",,"[calm narrator] 네, 먹어요.",6,scene,0,1,normal,false,normal
PODB010115,podcast,Saul,맛있어요.,,[calm narrator] 맛있어요.,6,scene,0,1,normal,false,normal
PODB010116,podcast,Aru,다행이에요.,,[calm narrator] 다행이에요.,6,scene,0,1,normal,false,normal
PODB010117,podcast,Narrador,음식,comida,[calm narrator] 음식,6,scene,0,1,normal,false,normal
PODB010118,podcast,Narrador,먹다,comer,[calm narrator] 먹다,6,scene,0,1,normal,false,normal
PODB010119,podcast,Profesor,"En la lección 06, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 06, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",6,explanation,0,1,normal,false,normal
PODB010120,podcast,Profesor,배고파요?,,[teacherly] 배고파요?,6,vocab,0,1,normal,false,normal
PODB010121,podcast,Profesor,"네, 배고파요.",,"[teacherly] 네, 배고파요.",6,vocab,0,1,normal,false,normal
PODB010122,podcast,Profesor,음식이 있어요.,,[teacherly] 음식이 있어요.,6,vocab,0,1,normal,false,normal
PODB010123,podcast,Profesor,음식?,,[teacherly] 음식?,6,vocab,0,1,normal,false,normal
PODB010124,podcast,Profesor,"네, 음식이에요.",,"[teacherly] 네, 음식이에요.",6,vocab,0,1,normal,false,normal
PODB010125,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,6,outro,0,1,normal,false,normal
PODB010126,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 07.,,[teacherly] Hoy vamos a escuchar y entender la Lección 07.,7,intro,0,1,normal,false,normal
PODB010127,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,7,intro,0,1,normal,false,normal
PODB010128,podcast,Saul,문을 열어요?,,[calm narrator] 문을 열어요?,7,scene,0,1,normal,false,normal
PODB010129,podcast,Aru,아니요.,,[calm narrator] 아니요.,7,scene,0,1,normal,false,normal
PODB010130,podcast,Saul,왜요?,,[calm narrator] 왜요?,7,scene,0,1,normal,false,normal
PODB010131,podcast,Aru,위험해요.,,[calm narrator] 위험해요.,7,scene,0,1,normal,false,normal
PODB010132,podcast,Saul,위험해요?,,[calm narrator] 위험해요?,7,scene,0,1,normal,false,normal
PODB010133,podcast,Aru,"네, 조금 위험해요.",,"[calm narrator] 네, 조금 위험해요.",7,scene,0,1,normal,false,normal
PODB010134,podcast,Saul,나가고 싶어요.,,[calm narrator] 나가고 싶어요.,7,scene,0,1,normal,false,normal
PODB010135,podcast,Aru,아직 안 돼요.,,[calm narrator] 아직 안 돼요.,7,scene,0,1,normal,false,normal
PODB010136,podcast,Narrador,위험해요,es peligroso,[calm narrator] 위험해요,7,scene,0,1,normal,false,normal
PODB010137,podcast,Narrador,나가다,salir,[calm narrator] 나가다,7,scene,0,1,normal,false,normal
PODB010138,podcast,Profesor,"En la lección 07, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 07, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",7,explanation,0,1,normal,false,normal
PODB010139,podcast,Profesor,문을 열어요?,,[teacherly] 문을 열어요?,7,vocab,0,1,normal,false,normal
PODB010140,podcast,Profesor,아니요.,,[teacherly] 아니요.,7,vocab,0,1,normal,false,normal
PODB010141,podcast,Profesor,왜요?,,[teacherly] 왜요?,7,vocab,0,1,normal,false,normal
PODB010142,podcast,Profesor,위험해요.,,[teacherly] 위험해요.,7,vocab,0,1,normal,false,normal
PODB010143,podcast,Profesor,위험해요?,,[teacherly] 위험해요?,7,vocab,0,1,normal,false,normal
PODB010144,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,7,outro,0,1,normal,false,normal
PODB010145,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 08.,,[teacherly] Hoy vamos a escuchar y entender la Lección 08.,8,intro,0,1,normal,false,normal
PODB010146,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,8,intro,0,1,normal,false,normal
PODB010147,podcast,Aru,이제 나가요.,,[calm narrator] 이제 나가요.,8,scene,0,1,normal,false,normal
PODB010148,podcast,Saul,지금요?,,[calm narrator] 지금요?,8,scene,0,1,normal,false,normal
PODB010149,podcast,Aru,"네, 지금요.",,"[calm narrator] 네, 지금요.",8,scene,0,1,normal,false,normal
PODB010150,podcast,Saul,밖이에요?,,[calm narrator] 밖이에요?,8,scene,0,1,normal,false,normal
PODB010151,podcast,Aru,"네, 밖이에요.",,"[calm narrator] 네, 밖이에요.",8,scene,0,1,normal,false,normal
PODB010152,podcast,Saul,와...,,[calm narrator] 와...,8,scene,0,1,normal,false,normal
PODB010153,podcast,Aru,하늘이에요.,,[calm narrator] 하늘이에요.,8,scene,0,1,normal,false,normal
PODB010154,podcast,Saul,하늘...,,[calm narrator] 하늘...,8,scene,0,1,normal,false,normal
PODB010155,podcast,Aru,나무예요.,,[calm narrator] 나무예요.,8,scene,0,1,normal,false,normal
PODB010156,podcast,Saul,나무.,,[calm narrator] 나무.,8,scene,0,1,normal,false,normal
PODB010157,podcast,Narrador,밖,afuera,[calm narrator] 밖,8,scene,0,1,normal,false,normal
PODB010158,podcast,Narrador,하늘,cielo,[calm narrator] 하늘,8,scene,0,1,normal,false,normal
PODB010159,podcast,Narrador,나무,árbol / madera,[calm narrator] 나무,8,scene,0,1,normal,false,normal
PODB010160,podcast,Profesor,"En la lección 08, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 08, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",8,explanation,0,1,normal,false,normal
PODB010161,podcast,Profesor,이제 나가요.,,[teacherly] 이제 나가요.,8,vocab,0,1,normal,false,normal
PODB010162,podcast,Profesor,지금요?,,[teacherly] 지금요?,8,vocab,0,1,normal,false,normal
PODB010163,podcast,Profesor,"네, 지금요.",,"[teacherly] 네, 지금요.",8,vocab,0,1,normal,false,normal
PODB010164,podcast,Profesor,밖이에요?,,[teacherly] 밖이에요?,8,vocab,0,1,normal,false,normal
PODB010165,podcast,Profesor,"네, 밖이에요.",,"[teacherly] 네, 밖이에요.",8,vocab,0,1,normal,false,normal
PODB010166,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,8,outro,0,1,normal,false,normal
PODB010167,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 09.,,[teacherly] Hoy vamos a escuchar y entender la Lección 09.,9,intro,0,1,normal,false,normal
PODB010168,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,9,intro,0,1,normal,false,normal
PODB010169,podcast,Aru,길이에요.,,[calm narrator] 길이에요.,9,scene,0,1,normal,false,normal
PODB010170,podcast,Saul,길.,,[calm narrator] 길.,9,scene,0,1,normal,false,normal
PODB010171,podcast,Aru,이쪽으로 가요.,,[calm narrator] 이쪽으로 가요.,9,scene,0,1,normal,false,normal
PODB010172,podcast,Saul,이쪽?,,[calm narrator] 이쪽?,9,scene,0,1,normal,false,normal
PODB010173,podcast,Aru,"네, 이쪽이에요.",,"[calm narrator] 네, 이쪽이에요.",9,scene,0,1,normal,false,normal
PODB010174,podcast,Saul,저쪽은요?,,[calm narrator] 저쪽은요?,9,scene,0,1,normal,false,normal
PODB010175,podcast,Aru,저쪽은 안 돼요.,,[calm narrator] 저쪽은 안 돼요.,9,scene,0,1,normal,false,normal
PODB010176,podcast,Saul,알겠어요.,,[calm narrator] 알겠어요.,9,scene,0,1,normal,false,normal
PODB010177,podcast,Narrador,길,camino,[calm narrator] 길,9,scene,0,1,normal,false,normal
PODB010178,podcast,Profesor,"En la lección 09, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 09, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",9,explanation,0,1,normal,false,normal
PODB010179,podcast,Profesor,길이에요.,,[teacherly] 길이에요.,9,vocab,0,1,normal,false,normal
PODB010180,podcast,Profesor,길.,,[teacherly] 길.,9,vocab,0,1,normal,false,normal
PODB010181,podcast,Profesor,이쪽으로 가요.,,[teacherly] 이쪽으로 가요.,9,vocab,0,1,normal,false,normal
PODB010182,podcast,Profesor,이쪽?,,[teacherly] 이쪽?,9,vocab,0,1,normal,false,normal
PODB010183,podcast,Profesor,"네, 이쪽이에요.",,"[teacherly] 네, 이쪽이에요.",9,vocab,0,1,normal,false,normal
PODB010184,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,9,outro,0,1,normal,false,normal
PODB010185,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 10.,,[teacherly] Hoy vamos a escuchar y entender la Lección 10.,10,intro,0,1,normal,false,normal
PODB010186,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,10,intro,0,1,normal,false,normal
PODB010187,podcast,Saul,저기 사람이 있어요.,,[calm narrator] 저기 사람이 있어요.,10,scene,0,1,normal,false,normal
PODB010188,podcast,Aru,"네, 사람이 있어요.",,"[calm narrator] 네, 사람이 있어요.",10,scene,0,1,normal,false,normal
PODB010189,podcast,Saul,남자예요?,,[calm narrator] 남자예요?,10,scene,0,1,normal,false,normal
PODB010190,podcast,Aru,"아니요, 여자예요.",,"[calm narrator] 아니요, 여자예요.",10,scene,0,1,normal,false,normal
PODB010191,podcast,Saul,아이도 있어요.,,[calm narrator] 아이도 있어요.,10,scene,0,1,normal,false,normal
PODB010192,podcast,Aru,"네, 아이도 있어요.",,"[calm narrator] 네, 아이도 있어요.",10,scene,0,1,normal,false,normal
PODB010193,podcast,Saul,몇 명이에요?,,[calm narrator] 몇 명이에요?,10,scene,0,1,normal,false,normal
PODB010194,podcast,Aru,세 명이에요.,,[calm narrator] 세 명이에요.,10,scene,0,1,normal,false,normal
PODB010195,podcast,Narrador,사람,persona,[calm narrator] 사람,10,scene,0,1,normal,false,normal
PODB010196,podcast,Narrador,남자,hombre,[calm narrator] 남자,10,scene,0,1,normal,false,normal
PODB010197,podcast,Narrador,여자,mujer,[calm narrator] 여자,10,scene,0,1,normal,false,normal
PODB010198,podcast,Narrador,아이,niño,[calm narrator] 아이,10,scene,0,1,normal,false,normal
PODB010199,podcast,Profesor,"En la lección 10, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 10, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",10,explanation,0,1,normal,false,normal
PODB010200,podcast,Profesor,저기 사람이 있어요.,,[teacherly] 저기 사람이 있어요.,10,vocab,0,1,normal,false,normal
PODB010201,podcast,Profesor,"네, 사람이 있어요.",,"[teacherly] 네, 사람이 있어요.",10,vocab,0,1,normal,false,normal
PODB010202,podcast,Profesor,남자예요?,,[teacherly] 남자예요?,10,vocab,0,1,normal,false,normal
PODB010203,podcast,Profesor,"아니요, 여자예요.",,"[teacherly] 아니요, 여자예요.",10,vocab,0,1,normal,false,normal
PODB010204,podcast,Profesor,아이도 있어요.,,[teacherly] 아이도 있어요.,10,vocab,0,1,normal,false,normal
PODB010205,podcast,Profesor,Ahora escucha la escena una vez más e intenta reconocer las frases clave.,,[teacherly] Ahora escucha la escena una vez más e intenta reconocer las frases clave.,10,outro,0,1,normal,false,normal
PODB010206,podcast,Profesor,Hoy vamos a escuchar y entender la Lección 11.,,[teacherly] Hoy vamos a escuchar y entender la Lección 11.,11,intro,0,1,normal,false,normal
PODB010207,podcast,Profesor,Primero escucha la escena completa.,,[teacherly] Primero escucha la escena completa.,11,intro,0,1,normal,false,normal
PODB010208,podcast,Aru,조심하세요.,,[calm narrator] 조심하세요.,11,scene,0,1,normal,false,normal
PODB010209,podcast,Saul,네?,,[calm narrator] 네?,11,scene,0,1,normal,false,normal
PODB010210,podcast,Aru,조심하세요.,,[calm narrator] 조심하세요.,11,scene,0,1,normal,false,normal
PODB010211,podcast,Saul,"아, 네.",,"[calm narrator] 아, 네.",11,scene,0,1,normal,false,normal
PODB010212,podcast,아이,도와주세요!,,[calm narrator] 도와주세요!,11,scene,0,1,normal,false,normal
PODB010213,podcast,Saul,도와주세요?,,[calm narrator] 도와주세요?,11,scene,0,1,normal,false,normal
PODB010214,podcast,Aru,도와주세요. Help.,,[calm narrator] 도와주세요. Help.,11,scene,0,1,normal,false,normal
PODB010215,podcast,Saul,아! 도와주세요!,,[calm narrator] 아! 도와주세요!,11,scene,0,1,normal,false,normal
PODB010216,podcast,Aru,빨리 가요.,,[calm narrator] 빨리 가요.,11,scene,0,1,normal,false,normal
PODB010217,podcast,Narrador,도와주세요,ayuda por favor,[calm narrator] 도와주세요,11,scene,0,1,normal,false,normal
PODB010218,podcast,Profesor,"En la lección 11, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",,"[teacherly] En la lección 11, escucha cómo se usan las frases dentro de la escena. Después repasaremos el sentido de las expresiones más importantes.",11,explanation,0,1,normal,false,normal
PODB010219,podcast,Profesor,조심하세요.,,[teacherly] 조심하세요.,11,vocab,0,1,normal,false,normal
PODB010220,podcast,Profesor,네?,,[teacherly] 네?,11,vocab,0,1,normal,false,normal
